pokemon_form_identifier,version_identifier,flavor_text
treecko-default,diamond,"The soles of its feet are covered by countless tiny spikes, enabling it to walk on walls and ceilings."
treecko-default,emerald,It makes its nest in a giant tree in the forest. It ferociously guards against anything nearing its territory. It is said to be the protector of the forest's trees.
treecko-default,firered,It quickly scales even vertical walls. It senses humidity with its tail to predict the next day's weather.
treecko-default,heartgold,Small hooks on the bottom of its feet catch on walls and ceilings. That is how it can hang from above.
treecko-default,leafgreen,It quickly scales even vertical walls. It senses humidity with its tail to predict the next day's weather.
treecko-default,legends-za,Treecko can quickly scale even vertical surfaces. It senses humidity with its tails to predict the next day's weather.
treecko-default,omega-ruby,Treecko has small hooks on the bottom of its feet that enable it to scale vertical walls. This Pokémon attacks by slamming foes with its thick tail.
treecko-default,pearl,"The soles of its feet are covered by countless tiny spikes, enabling it to walk on walls and ceilings."
treecko-default,platinum,"The soles of its feet are covered by countless tiny spikes, enabling it to walk on walls and ceilings."
treecko-default,ruby,Treecko has small hooks on the bottom of its feet that enable it to scale vertical walls. This Pokémon attacks by slamming foes with its thick tail.
treecko-default,sapphire,"Treecko is cool, calm, and collected - it never panics under any situation. If a bigger foe were to glare at this Pokémon, it would glare right back without conceding an inch of ground."
treecko-default,scarlet,"The small hooks on the soles of its feet latch on to walls and ceilings, so it will never fall even while hanging upside down."
treecko-default,shining-pearl,"The soles of its feet are covered by countless tiny hooks, enabling it to walk on walls and ceilings."
treecko-default,soulsilver,Small hooks on the bottom of its feet catch on walls and ceilings. That is how it can hang from above.
treecko-default,violet,Treecko can quickly scale even vertical surfaces. It senses humidity with its tail to predict the next day’s weather.
treecko-default,white,"The soles of its feet are covered by countless tiny spikes, enabling it to walk on walls and ceilings."
treecko-default,white-2,"The soles of its feet are covered by countless tiny spikes, enabling it to walk on walls and ceilings."
treecko-default,x,It quickly scales even vertical walls. It senses humidity with its tail to predict the next day's weather.
treecko-default,y,Small hooks on the bottom of its feet catch on walls and ceilings. That is how it can hang from above.
trevenant-default,alpha-sapphire,"Using its roots as a nervous system, it controls the trees in the forest. It's kind to the Pokémon that reside in its body."
trevenant-default,legends-za,"Using its roots as a nervous system, it controls the trees in the forest. It's kind to the Pokémon that reside in its body."
trevenant-default,moon,"Through its roots, it exerts control over other trees. A deadly curse falls upon anyone cutting down trees in forests where Trevenant dwell."
trevenant-default,omega-ruby,"It can control trees at will. It will trap people who harm the forest, so they can never leave."
trevenant-default,scarlet,"Using its roots, Trevenant connects itself to trees and monitors every corner of its forest. It uses curses to drive intruders away."
trevenant-default,shield,Small roots that extend from the tips of this Pokémon's feet can tie into the trees of the forest and give Trevenant control over them.
trevenant-default,sun,"This Pokémon is said to devour anyone daring to ravage the forest. To the creatures dwelling in the forest, it offers great kindness."
trevenant-default,sword,"People fear it due to a belief that it devours any who try to cut down trees in its forest, but to the Pokémon it shares its woods with, it's kind."
trevenant-default,ultra-moon,"This Pokémon controls trees via roots stretching from its feet, and it will attack anyone that dares to ravage the forest."
trevenant-default,ultra-sun,"It's feared as a ghost of the forest. Lumberjacks bring along Fire types, which Trevenant hates, when they enter the forest."
trevenant-default,violet,Trevenant is very kind to Pokémon living in the forest. It doesn't even care if these Pokémon take up residence in the greenery on its head.
trevenant-default,x,"It can control trees at will. It will trap people who harm the forest, so they can never leave."
trevenant-default,y,"Using its roots as a nervous system, it controls the trees in the forest. It's kind to the Pokémon that reside in its body."
tropius-default,alpha-sapphire,Children of the southern tropics eat as snacks the fruit that grows in bunches around the neck of Tropius. This Pokémon flies by flapping the leaves on its back as if they were wings.
tropius-default,black,Delicious fruits grew out from around its neck because it always ate the same kind of fruit.
tropius-default,black-2,"It flies by flapping its broad leaves and gives the sweet, delicious fruit around its neck to children."
tropius-default,brilliant-diamond,"Because it continually ate only its favorite fruit, the fruit started growing around its neck."
tropius-default,diamond,"Because it continually ate only its favorite fruit, the fruit started growing around its neck."
tropius-default,emerald,"It flies by flapping its broad leaves. The bunch of fruit that grows around its neck is deliciously sweet. In the spring, it scatters pollen from its neck."
tropius-default,firered,It lives in tropical jungles. The bunch of fruit around its neck is delicious. The fruit grows twice a year.
tropius-default,heartgold,The bunch of fruit around its neck ripens twice a year and is delicious. It's a highly favored tropical snack.
tropius-default,leafgreen,It lives in tropical jungles. The bunch of fruit around its neck is delicious. The fruit grows twice a year.
tropius-default,omega-ruby,"The bunches of fruit around Tropius's neck are very popular with children. This Pokémon loves fruit, and eats it continuously. Apparently, its love for fruit resulted in its own outgrowth of fruit."
tropius-default,pearl,"Because it continually ate only its favorite fruit, the fruit started growing around its neck."
tropius-default,platinum,Delicious fruits grew out from around its neck because it always ate the same kind of fruit.
tropius-default,ruby,"The bunches of fruit around Tropius's neck are very popular with children. This Pokémon loves fruit, and eats it continuously. Apparently, its love for fruit resulted in its own outgrowth of fruit."
tropius-default,sapphire,Children of the southern tropics eat as snacks the fruit that grows in bunches around the neck of Tropius. This Pokémon flies by flapping the leaves on its back as if they were wings.
tropius-default,scarlet,It lives in tropical jungles. The bunch of fruit around its neck is delicious. The fruit grows twice a year.
tropius-default,shining-pearl,"Because it continually ate only its favorite fruit, the fruit started growing around its neck."
tropius-default,soulsilver,The bunch of fruit around its neck ripens twice a year and is delicious. It's a highly favored tropical snack.
tropius-default,ultra-moon,"Bunches of delicious fruit grow around its neck. In warm areas, many ranches raise Tropius."
tropius-default,ultra-sun,The bunches of fruit growing around the necks of Tropius in Alola are especially sweet compared to those in other regions.
tropius-default,violet,Delicious fruits grew out from around its neck because it always ate the same kind of fruit.
tropius-default,white,Delicious fruits grew out from around its neck because it always ate the same kind of fruit.
tropius-default,white-2,"It flies by flapping its broad leaves and gives the sweet, delicious fruit around its neck to children."
tropius-default,x,"It flies by flapping its broad leaves and gives the sweet, delicious fruit around its neck to children."
tropius-default,y,The bunch of fruit around its neck ripens twice a year and is delicious. It's a highly favored tropical snack.
trubbish-default,alpha-sapphire,Inhaling the gas they belch will make you sleep for a week. They prefer unsanitary places.
trubbish-default,black,Inhaling the gas they belch will make you sleep for a week. They prefer unsanitary places.
trubbish-default,black-2,"Wanting more garbage, they follow people who litter. They always belch poison gas."
trubbish-default,legends-za,The combination of garbage bags and industrial waste caused the chemical reaction that created this Pokémon.
trubbish-default,moon,It gorges on trash until its stomach is full. Then it belches toxic gas. An unlucky whiff of gas will put a person in the hospital.
trubbish-default,omega-ruby,The combination of garbage bags and industrial waste caused the chemical reaction that created this Pokémon.
trubbish-default,shield,This Pokémon was born from a bag stuffed with trash. Galarian Weezing relish the fumes belched by Trubbish.
trubbish-default,sun,"Unsanitary places are what they like best. They can be spotted in Alola, often with Grimer in hot pursuit."
trubbish-default,sword,"Its favorite places are unsanitary ones. If you leave trash lying around, you could even find one of these Pokémon living in your room."
trubbish-default,ultra-moon,"If a young Pokémon or child breathes in the toxic gas that Trubbish belches out, it could be a life-threatening situation."
trubbish-default,ultra-sun,Poisonous gas leaks out of it when it breathes. Muk that catch a whiff of that stench will come drooling.
trubbish-default,white,The combination of garbage bags and industrial waste caused the chemical reaction that created this Pokémon.
trubbish-default,white-2,"Wanting more garbage, they follow people who litter. They always belch poison gas."
trubbish-default,x,The combination of garbage bags and industrial waste caused the chemical reaction that created this Pokémon.
trubbish-default,y,Inhaling the gas they belch will make you sleep for a week. They prefer unsanitary places.
trumbeak-default,moon,"By bending its beak, it can produce a variety of calls and brand itself a noisy nuisance for its neighbors."
trumbeak-default,scarlet,It flies around using a hundred different cries in various ways to declare its territory to others.
trumbeak-default,sun,"It eats berries and stores their seeds in its beak. When it encounters enemies or prey, it fires off all the seeds in a burst."
trumbeak-default,ultra-moon,"From its mouth, it fires the seeds of berries it has eaten. The scattered seeds give rise to new plants."
trumbeak-default,ultra-sun,It can bend the tip of its beak to produce over a hundred different cries at will.
trumbeak-default,violet,"When it encounters foes, it launches the many seeds stored in its beak in a radial burst."
tsareena-default,moon,"A Pokémon known for the beauty of its well-shaped legs, it sometimes appears as a mascot in advertisements for beauty salons."
tsareena-default,scarlet,"This Pokémon is proud and aggressive. However, it is said that a Tsareena will instantly become calm if someone touches the crown on its calyx."
tsareena-default,shield,A kick from the hardened tips of this Pokémon's legs leaves a wound in the opponent's body and soul that will never heal.
tsareena-default,sun,"Its long, striking legs aren't just for show but to be used to kick with skill. In victory, it shows off by kicking the defeated, laughing boisterously."
tsareena-default,sword,"This feared Pokémon has long, slender legs and a cruel heart. It shows no mercy as it stomps on its opponents."
tsareena-default,ultra-moon,"A Pokémon with an aggressive personality and a mastery of kicking, it cackles every time it kicks an opponent."
tsareena-default,ultra-sun,"A master of grand and beautiful kicks, it can knock out even kickboxing champions with a single blow."
tsareena-default,violet,"This Pokémon launches fierce yet elegant kicks with its long, slender legs. It views Quaquaval as its rival."
turtonator-default,moon,It gushes fire and poisonous gases from its nostrils. Its dung is an explosive substance and can be put to various uses.
turtonator-default,shield,Eating sulfur in its volcanic habitat is what causes explosive compounds to develop in its shell. Its droppings are also dangerously explosive.
turtonator-default,sun,The shell on its back is chemically unstable and explodes violently if struck. The hole in its stomach is its weak point.
turtonator-default,sword,Explosive substances coat the shell on its back. Enemies that dare attack it will be blown away by an immense detonation.
turtonator-default,ultra-moon,"Its exploding shell poses a real danger but is sensitive to moisture. On rainy days, Turtonator takes silent refuge in caves."
turtonator-default,ultra-sun,It lives in volcanoes and eats sulfur and other minerals. Materials from the food it eats form the basis of its explosive shell.
turtwig-default,alpha-sapphire,"It undertakes photosynthesis with its body, making oxygen. The leaf on its head wilts if it is thirsty."
turtwig-default,black,"The shell on its back is made of soil. On a very healthy Turtwig, the shell should feel moist."
turtwig-default,black-2,"The shell on its back is made of soil. On a very healthy Turtwig, the shell should feel moist."
turtwig-default,brilliant-diamond,"Made from soil, the shell on its back hardens when it drinks water. It lives along lakes."
turtwig-default,diamond,"Made from soil, the shell on its back hardens when it drinks water. It lives along lakes."
turtwig-default,heartgold,Photosynthesis occurs across its body under the sun. The shell on its back is actually hardened soil.
turtwig-default,legends-arceus,This Pokémon becomes more energetic the more sunlight there is. The part resembling a shell is similar to silt and is slightly damp and warm to the touch.
turtwig-default,omega-ruby,Photosynthesis occurs across its body under the sun. The shell on its back is actually hardened soil.
turtwig-default,pearl,"It undertakes photosynthesis with its body, making oxygen. The leaf on its head wilts if it is thirsty."
turtwig-default,platinum,"The shell on its back is made of soil. On a very healthy Turtwig, the shell should feel moist."
turtwig-default,scarlet,"The shell on its back is made of soil. If the shell is moist to the touch, Turtwig is very healthy."
turtwig-default,shining-pearl,"It undertakes photosynthesis within its body, making oxygen. The leaf on its head wilts if the Pokémon is thirsty."
turtwig-default,soulsilver,Photosynthesis occurs across its body under the sun. The shell on its back is actually hardened soil.
turtwig-default,violet,It uses its whole body to photosynthesize when exposed to sunlight. Its shell is made from hardened soil.
turtwig-default,white,"The shell on its back is made of soil. On a very healthy Turtwig, the shell should feel moist."
turtwig-default,white-2,"The shell on its back is made of soil. On a very healthy Turtwig, the shell should feel moist."
turtwig-default,x,Photosynthesis occurs across its body under the sun. The shell on its back is actually hardened soil.
turtwig-default,y,"It undertakes photosynthesis with its body, making oxygen. The leaf on its head wilts if it is thirsty."
tympole-default,alpha-sapphire,"By vibrating its cheeks, it emits sound waves imperceptible to humans. It uses the rhythm of these sounds to talk."
tympole-default,black,They warn others of danger by vibrating their cheeks to create a high-pitched sound.
tympole-default,black-2,"By vibrating its cheeks, it emits sound waves imperceptible to humans and warns others of danger."
tympole-default,omega-ruby,"By vibrating its cheeks, it emits sound waves imperceptible to humans and warns others of danger."
tympole-default,shield,It uses sound waves to communicate with others of its kind. People and other Pokémon species can't hear its cries of warning.
tympole-default,sword,Graceful ripples running across the water's surface are a sure sign that Tympole are singing in high-pitched voices below.
tympole-default,white,"By vibrating its cheeks, it emits sound waves imperceptible to humans. It uses the rhythm of these sounds to talk."
tympole-default,white-2,"By vibrating its cheeks, it emits sound waves imperceptible to humans and warns others of danger."
tympole-default,x,"By vibrating its cheeks, it emits sound waves imperceptible to humans and warns others of danger."
tympole-default,y,"By vibrating its cheeks, it emits sound waves imperceptible to humans. It uses the rhythm of these sounds to talk."
tynamo-default,alpha-sapphire,"One alone can emit only a trickle of electricity, so a group of them gathers to unleash a powerful electric shock."
tynamo-default,black,"While one alone doesn't have much power, a chain of many Tynamo can be as powerful as lightning."
tynamo-default,black-2,"One alone can emit only a trickle of electricity, so a group of them gathers to unleash a powerful electric shock."
tynamo-default,legends-za,"One alone can emit only a trickle of electricity, so a group of them gathers to unleash a powerful electric shock."
tynamo-default,omega-ruby,"While one alone doesn't have much power, a chain of many Tynamo can be as powerful as lightning."
tynamo-default,scarlet,"While one alone doesn’t have much power, a chain of many Tynamo can be as powerful as lightning."
tynamo-default,violet,"These Pokémon move in schools. They have an electricity-generating organ, so they discharge electricity if in danger."
tynamo-default,white,"These Pokémon move in schools. They have an electricity-generating organ, so they discharge electricity if in danger."
tynamo-default,white-2,"One alone can emit only a trickle of electricity, so a group of them gathers to unleash a powerful electric shock."
tynamo-default,x,"While one alone doesn't have much power, a chain of many Tynamo can be as powerful as lightning."
tynamo-default,y,"One alone can emit only a trickle of electricity, so a group of them gathers to unleash a powerful electric shock."
type-null-default,moon,"Due to the danger that this synthetic Pokémon may go on a rampage, it wears a control mask to restrain its power."
type-null-default,shield,It was modeled after a mighty Pokémon of myth. The mask placed upon it limits its power in order to keep it under control.
type-null-default,sun,The heavy control mask it wears suppresses its intrinsic capabilities. This Pokémon has some hidden special power.
type-null-default,sword,Rumor has it that the theft of top-secret research notes led to a new instance of this Pokémon being created in the Galar region.
type-null-default,ultra-moon,"There's danger of its going on a rampage, so its true power is sealed away beneath its control mask."
type-null-default,ultra-sun,"A Pokémon weapon developed for a specific mission, it went berserk during an experiment, so it was cryogenically frozen."
typhlosion-default,alpha-sapphire,Typhlosion obscures itself behind a shimmering heat haze that it creates using its intensely hot flames. This Pokémon creates blazing explosive blasts that burn everything to cinders.
typhlosion-default,black,It attacks using blasts of fire. It creates heat shimmers with intense fire to hide itself.
typhlosion-default,black-2,It attacks using blasts of fire. It creates heat shimmers with intense fire to hide itself.
typhlosion-default,brilliant-diamond,It attacks using blasts of fire. It creates heat shimmers with intense fire to hide itself.
typhlosion-default,crystal,"When heat from its body causes the air around it to shimmer, this is a sign that it is ready to battle."
typhlosion-default,diamond,It attacks using blasts of fire. It creates heat shimmers with intense fire to hide itself.
typhlosion-default,emerald,It can hide behind a shimmering heat haze that it creates using its intense flames. Typhlosion create blazing explosive blasts that burn everything to cinders.
typhlosion-default,firered,"It has a secret, devastating move. It rubs its blazing fur together to cause huge explosions."
typhlosion-default,gold,"If its rage peaks, it becomes so hot that anything that touches it will instantly go up in flames."
typhlosion-default,heartgold,"If its rage peaks, it becomes so hot that anything that touches it will instantly go up in flames."
typhlosion-default,leafgreen,"If its rage peaks, it becomes so hot that anything that touches it will instantly go up in flames."
typhlosion-default,omega-ruby,Typhlosion obscures itself behind a shimmering heat haze that it creates using its intensely hot flames. This Pokémon creates blazing explosive blasts that burn everything to cinders.
typhlosion-default,pearl,It attacks using blasts of fire. It creates heat shimmers with intense fire to hide itself.
typhlosion-default,platinum,It attacks using blasts of fire. It creates heat shimmers with intense fire to hide itself.
typhlosion-default,ruby,Typhlosion obscures itself behind a shimmering heat haze that it creates using its intensely hot flames. This Pokémon creates blazing explosive blasts that burn everything to cinders.
typhlosion-default,sapphire,Typhlosion obscures itself behind a shimmering heat haze that it creates using its intensely hot flames. This Pokémon creates blazing explosive blasts that burn everything to cinders.
typhlosion-default,scarlet,"It has a secret, devastating move. It rubs its blazing fur to cause huge explosions."
typhlosion-default,shining-pearl,It attacks using blasts of fire. It creates heat shimmers with intense fire to hide itself.
typhlosion-default,silver,"It has a secret, devastating move. It rubs its blazing fur together to cause huge explosions."
typhlosion-default,soulsilver,"It has a secret, devastating move. It rubs its blazing fur together to cause huge explosions."
typhlosion-default,stadium-2,"If its rage peaks, it becomes so hot that anything that touches it will instantly go up in flames."
typhlosion-default,stadium-2,"It has a secret, devastating move. It rubs its blazing fur together to cause huge explosions."
typhlosion-default,violet,"If its rage peaks, it becomes so hot that anything that touches it will instantly go up in flames."
typhlosion-default,white,It attacks using blasts of fire. It creates heat shimmers with intense fire to hide itself.
typhlosion-default,white-2,It attacks using blasts of fire. It creates heat shimmers with intense fire to hide itself.
typhlosion-default,x,"If its rage peaks, it becomes so hot that anything that touches it will instantly go up in flames."
typhlosion-default,y,"It has a secret, devastating move. It rubs its blazing fur together to cause huge explosions."
typhlosion-hisuian,legends-arceus,"Said to purify lost, forsaken souls with its flames and guide them to the afterlife. I believe its form has been influenced by the energy of the sacred mountain towering at Hisui's center."
tyranitar-default,alpha-sapphire,"Tyranitar is so overwhelmingly powerful, it can bring down a whole mountain to make its nest. This Pokémon wanders about in mountains seeking new opponents to fight."
tyranitar-default,black,"If it rampages, it knocks down mountains and buries rivers. Maps must be redrawn afterward."
tyranitar-default,black-2,The quakes caused when it walks make even great mountains crumble and change the surrounding terrain.
tyranitar-default,brilliant-diamond,"If it rampages, it knocks down mountains and buries rivers. Maps must be redrawn afterward."
tyranitar-default,crystal,"In just one of its mighty hands, it has the power to make the ground shake and mountains crumble."
tyranitar-default,diamond,"If it rampages, it knocks down mountains and buries rivers. Maps must be redrawn afterward."
tyranitar-default,emerald,"A Tyranitar is so overwhelmingly powerful, it can bring down a whole mountain to make its nest. It roams in mountains seeking new opponents to fight."
tyranitar-default,firered,"Its body can't be harmed by any sort of attack, so it is very eager to make challenges against enemies. (Version 1.0) It has an impudent nature. Having great strength, it can even change surrounding landforms. (Version 1.1)"
tyranitar-default,gold,"Its body can't be harmed by any sort of attack, so it is very eager to make challenges against enemies."
tyranitar-default,heartgold,"Its body can't be harmed by any sort of attack, so it is very eager to make challenges against enemies."
tyranitar-default,leafgreen,"Its body can't be harmed by any sort of attack, so it is very eager to make challenges against enemies."
tyranitar-default,legends-za,"If it rampages, it knocks down mountains and buries rivers. Maps must be redrawn afterward."
tyranitar-default,omega-ruby,"Tyranitar is so overwhelmingly powerful, it can bring down a whole mountain to make its nest. This Pokémon wanders about in mountains seeking new opponents to fight."
tyranitar-default,pearl,"If it rampages, it knocks down mountains and buries rivers. Maps must be redrawn afterward."
tyranitar-default,platinum,"If it rampages, it knocks down mountains and buries rivers. Maps must be redrawn afterward."
tyranitar-default,ruby,"Tyranitar is so overwhelmingly powerful, it can bring down a whole mountain to make its nest. This Pokémon wanders about in mountains seeking new opponents to fight."
tyranitar-default,sapphire,"Tyranitar is so overwhelmingly powerful, it can bring down a whole mountain to make its nest. This Pokémon wanders about in mountains seeking new opponents to fight."
tyranitar-default,scarlet,"Extremely strong, it can change the landscape. It is so insolent that it doesn’t care about others."
tyranitar-default,shield,The quakes caused when it walks make even great mountains crumble and change the surrounding terrain.
tyranitar-default,shining-pearl,"If it rampages, it knocks down mountains and buries rivers. Maps must be redrawn afterward."
tyranitar-default,silver,"Extremely strong, it can change the landscape. It has an insolent nature that makes it not care about others."
tyranitar-default,soulsilver,"Extremely strong, it can change the landscape. It has an insolent nature that makes it not care about others."
tyranitar-default,stadium-2,"Extremely strong, it can change the landscape. It has an insolent nature that makes it not care about others."
tyranitar-default,stadium-2,"Its body can't be harmed by any sort of attack, so it is very eager to make challenges against enemies."
tyranitar-default,sword,"Its body can't be harmed by any sort of attack, so it is very eager to make challenges against enemies."
tyranitar-default,ultra-moon,"This Pokémon is a mobile disaster, leaving mountains crumbled and houses destroyed in its wake."
tyranitar-default,ultra-sun,"It wanders through the mountains seeking opponents to fight. If it finds an opponent that's not worthy, Tyranitar ignores it and wanders on."
tyranitar-default,violet,"In just one of its mighty hands, it has the power to make the ground shake and mountains crumble."
tyranitar-default,white,"If it rampages, it knocks down mountains and buries rivers. Maps must be redrawn afterward."
tyranitar-default,white-2,The quakes caused when it walks make even great mountains crumble and change the surrounding terrain.
tyranitar-default,x,"In just one of its mighty hands, it has the power to make the ground shake and mountains crumble."
tyranitar-default,y,"If it rampages, it knocks down mountains and buries rivers. Maps must be redrawn afterward."
tyranitar-mega-evolution,legends-za,The effects of Mega Evolution make it more ferocious than ever. It's unclear whether it can even hear its Trainer's orders.
tyranitar-mega-evolution,ultra-moon,The effects of Mega Evolution make it more ferocious than ever. It's unclear whether it can even hear its Trainer's orders.
tyranitar-mega-evolution,ultra-sun,"Due to the colossal power poured into it, this Pokémon's back split right open. Its destructive instincts are the only thing keeping it moving."
tyrantrum-default,alpha-sapphire,"Nothing could stop this Pokémon 100 million years ago, so it behaved like a king."
tyrantrum-default,legends-za,This Pokémon behaved like a king 100 million years ago. Nothing could stop it.
tyrantrum-default,omega-ruby,"Thanks to its gargantuan jaws, which could shred thick metal plates as if they were paper, it was invincible in the ancient world it once inhabited."
tyrantrum-default,shield,A single bite of Tyrantrum's massive jaws will demolish a car. This Pokémon was the king of the ancient world.
tyrantrum-default,sword,"This Pokémon is from about 100,000,000 years ago. It has the presence of a king, vicious but magnificent."
tyrantrum-default,ultra-moon,"The king of the ancient world, it can easily crunch a car with the devastating strength of its enormous jaws."
tyrantrum-default,ultra-sun,"Complete restoration is impossible, allowing room for theories that its entire body was once covered in a feather-like coat."
tyrantrum-default,x,"Thanks to its gargantuan jaws, which could shred thick metal plates as if they were paper, it was invincible in the ancient world it once inhabited."
tyrantrum-default,y,"Nothing could stop this Pokémon 100 million years ago, so it behaved like a king."
tyrogue-default,alpha-sapphire,"Tyrogue becomes stressed out if it does not get to train every day. When raising this Pokémon, the Trainer must establish and uphold various training methods."
tyrogue-default,black,It is famous for its eagerness to fight and always nurses injuries from challenging larger foes.
tyrogue-default,black-2,It is famous for its eagerness to fight and always nurses injuries from challenging larger foes.
tyrogue-default,brilliant-diamond,It is famous for its eagerness to fight and always nurses injuries from challenging larger foes.
tyrogue-default,crystal,"To brush up on its fighting skills, it will challenge anyone. It has a very strong competitive spirit."
tyrogue-default,diamond,It is famous for its eagerness to fight and always nurses injuries from challenging larger foes.
tyrogue-default,emerald,"Tyrogue become stressed out if they do not get to train every day. When raising this Pokémon, the Trainer must establish a regular training schedule."
tyrogue-default,firered,"Even though it is small, it can't be ignored because it will slug any handy target without warning."
tyrogue-default,gold,"It is always bursting with energy. To make itself stronger, it keeps on fighting even if it loses."
tyrogue-default,heartgold,"It is always bursting with energy. To make itself stronger, it keeps on fighting even if it loses."
tyrogue-default,leafgreen,"It is always bursting with energy. To make itself stronger, it keeps on fighting even if it loses."
tyrogue-default,omega-ruby,"Tyrogue becomes stressed out if it does not get to train every day. When raising this Pokémon, the Trainer must establish and uphold various training methods."
tyrogue-default,pearl,It is famous for its eagerness to fight and always nurses injuries from challenging larger foes.
tyrogue-default,platinum,It is famous for its eagerness to fight and always nurses injuries from challenging larger foes.
tyrogue-default,ruby,"Tyrogue becomes stressed out if it does not get to train every day. When raising this Pokémon, the Trainer must establish and uphold various training methods."
tyrogue-default,sapphire,"Tyrogue becomes stressed out if it does not get to train every day. When raising this Pokémon, the Trainer must establish and uphold various training methods."
tyrogue-default,scarlet,"This earnest Pokémon battles all sorts of opponents, searching for the fighting style that suits it best."
tyrogue-default,shield,"Even though it is small, it can't be ignored because it will slug any handy target without warning."
tyrogue-default,shining-pearl,It is famous for its eagerness to fight and always nurses injuries from challenging larger foes.
tyrogue-default,silver,"Even though it is small, it can't be ignored because it will slug any handy target without warning."
tyrogue-default,soulsilver,"Even though it is small, it can't be ignored because it will slug any handy target without warning."
tyrogue-default,stadium-2,"Even though it is small, it can't be ignored because it will slug any handy target without warning."
tyrogue-default,stadium-2,"It is always bursting with energy. To make itself stronger, it keeps on fighting even if it loses."
tyrogue-default,sword,"It is always bursting with energy. To make itself stronger, it keeps on fighting even if it loses."
tyrogue-default,violet,Its intense desire to become stronger and stronger drives it to recklessly train its body and challenge any opponent it can find to battle.
tyrogue-default,white,It is famous for its eagerness to fight and always nurses injuries from challenging larger foes.
tyrogue-default,white-2,It is famous for its eagerness to fight and always nurses injuries from challenging larger foes.
tyrogue-default,x,"It is always bursting with energy. To make itself stronger, it keeps on fighting even if it loses."
tyrogue-default,y,"To brush up on its fighting skills, it will challenge anyone. It has a very strong competitive spirit."
tyrunt-default,alpha-sapphire,Its immense jaws have enough destructive force that it can chew up an automobile. It lived 100 million years ago.
tyrunt-default,legends-za,"This Pokémon was restored from a fossil. If something happens that it doesn't like, it throws a tantrum and runs wild."
tyrunt-default,omega-ruby,"This Pokémon was restored from a fossil. If something happens that it doesn't like, it throws a tantrum and runs wild."
tyrunt-default,shield,This Pokémon is selfish and likes to be pampered. It can also inflict grievous wounds on its Trainer just by playing around.
tyrunt-default,sword,"This is an ancient Pokémon, revived in modern times. It has a violent disposition, and it'll tear apart anything it gets between its hefty jaws."
tyrunt-default,ultra-moon,"Tyrunt is spoiled and selfish. It may just be trying to frolic, but sometimes the ones it's trying to frolic with are gravely injured."
tyrunt-default,ultra-sun,Its large jaw has incredible destructive power. Some theories suggest that its restored form is different from its form of long ago.
tyrunt-default,x,"This Pokémon was restored from a fossil. If something happens that it doesn't like, it throws a tantrum and runs wild."
tyrunt-default,y,Its immense jaws have enough destructive force that it can chew up an automobile. It lived 100 million years ago.
umbreon-default,alpha-sapphire,Umbreon evolved as a result of exposure to the moon's waves. It hides silently in darkness and waits for its foes to make a move. The rings on its body glow when it leaps to attack.
umbreon-default,black,"When exposed to the moon's aura, the rings on its body glow faintly and it gains a mysterious power."
umbreon-default,black-2,"When exposed to the moon's aura, the rings on its body glow faintly and it's filled with a mysterious power."
umbreon-default,brilliant-diamond,"The light of the moon changed Eevee's genetic structure. It lurks in the darkness, waiting for prey."
umbreon-default,crystal,"On the night of a full moon, or when it gets excited, the ring patterns on its body glow yellow."
umbreon-default,diamond,The light of the moon changed Eevee's genetic structure. It lurks in darkness for prey.
umbreon-default,emerald,Umbreon evolved from exposure to the moon's energy pulses. It lurks in darkness and waits for its foes to move. The rings on its body glow when it leaps to attack.
umbreon-default,firered,"When darkness falls, the rings on its body begin to glow, striking fear in the hearts of anyone nearby."
umbreon-default,gold,"When agitated, this Pokémon protects itself by spraying poisonous sweat from its pores."
umbreon-default,heartgold,"When agitated, this Pokémon protects itself by spraying poisonous sweat from its pores."
umbreon-default,leafgreen,"When agitated, this Pokémon protects itself by spraying poisonous sweat from its pores."
umbreon-default,legends-arceus,"It is most active in the wee hours of the night, when moonlight bathes the land. Its large eyes can pierce the darkness and perceive prey with absolute clarity."
umbreon-default,legends-za,"The light of the moon changed Eevee's genetic structure. It lurks in the darkness, waiting for prey."
umbreon-default,moon,"With its black fur, it blends into the darkness. It bides its time, and when prey appears, this Pokémon goes for its throat, and then eats it."
umbreon-default,omega-ruby,Umbreon evolved as a result of exposure to the moon's waves. It hides silently in darkness and waits for its foes to make a move. The rings on its body glow when it leaps to attack.
umbreon-default,pearl,The light of the moon changed Eevee's genetic structure. It lurks in darkness for prey.
umbreon-default,platinum,"When exposed to the moon's aura, the rings on its body glow faintly and it gains a mysterious power."
umbreon-default,ruby,Umbreon evolved as a result of exposure to the moon's waves. It hides silently in darkness and waits for its foes to make a move. The rings on its body glow when it leaps to attack.
umbreon-default,sapphire,Umbreon evolved as a result of exposure to the moon's waves. It hides silently in darkness and waits for its foes to make a move. The rings on its body glow when it leaps to attack.
umbreon-default,scarlet,"When exposed to the moon’s aura, the rings on its body glow faintly and it gains a mysterious power."
umbreon-default,shield,"On the night of a full moon, or when it gets excited, the ring patterns on its body glow yellow."
umbreon-default,shining-pearl,"The light of the moon changed Eevee's genetic structure. It lurks in the darkness, waiting for prey."
umbreon-default,silver,"When darkness falls, the rings on the body begin to glow, striking fear in the hearts of anyone nearby."
umbreon-default,soulsilver,"When darkness falls, the rings on the body begin to glow, striking fear in the hearts of anyone nearby."
