ability_id,ability_short_effect_markup,ability_short_effect_html
189,"When this Pokémon enters battle or gains this ability, the weather becomes heavy {rain;WEATHER;RAIN}.<br/>
Heavy rain has all the properties of {Rain Dance;MOVE;rain-dance} and also causes damaging {FIRE;TYPE;Fire}-type moves to fail.<br/>
Heavy rain ends when this Pokémon leaves battle or loses this ability, or when this ability is nullified.<br/>
The weather cannot otherwise be changed except by the effects of {Delta Stream;ABILITY;delta-stream} and {Desolate Land;ABILITY;desolate-land}.<br/>
{Air Lock;ABILITY;air-lock} and {Cloud Nine;ABILITY;cloud-nine} will prevent the effects of heavy rain, including allowing {FIRE;TYPE;Fire}-type moves to work, but will not allow the {weather;WEATHER;WEATHER} to be changed.","When this Pokémon enters battle or gains this ability, the weather becomes heavy <span style=""display: inline-flex; gap: 0.25rem""><span style=""text-transform: uppercase; font-family: ui-monospace, SFMono-Regular, Menlo, Monaco, Consolas, 'Liberation Mono', 'Courier New', monospace;"">rain</span><img src=""https://cdn.pokedb.org/cdn_assets/pokemon_assets/encounter_table/weather_rain_rate.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span>.<br>
Heavy rain has all the properties of <a href=""/moves/rain-dance"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Rain Dance</span></a> and also causes damaging <span style=""background-color: #D33A30; font-weight: 700; margin: 0.125rem; padding: 0.25rem; line-height: 2rem; border-radius: 0.5rem""><a href=""/types/Fire"" style=""display: inline-flex; gap: 0.25rem; justify-content: center; align-items: center; color: rgb(255, 255, 255);""><img src=""https://cdn.pokedb.org/9c6764b6f9ae28be9d1df74f41fdda5e49f048c1f5fdabdfc844755bff0c4731"" style=""width: 13px; height: 13px"" width=""13px"" height=""13px"" alt=""Type Icon for Fire""><span style=""color: rgb(255, 255, 255);"">Fire</span></a></span>-type moves to fail.<br>
Heavy rain ends when this Pokémon leaves battle or loses this ability, or when this ability is nullified.<br>
The weather cannot otherwise be changed except by the effects of <a href=""/abilities/delta-stream"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Delta Stream</span></a> and <a href=""/abilities/desolate-land"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Desolate Land</span></a>.<br>
<a href=""/abilities/air-lock"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Air Lock</span></a> and <a href=""/abilities/cloud-nine"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Cloud Nine</span></a> will prevent the effects of heavy rain, including allowing <span style=""background-color: #D33A30; font-weight: 700; margin: 0.125rem; padding: 0.25rem; line-height: 2rem; border-radius: 0.5rem""><a href=""/types/Fire"" style=""display: inline-flex; gap: 0.25rem; justify-content: center; align-items: center; color: rgb(255, 255, 255);""><img src=""https://cdn.pokedb.org/9c6764b6f9ae28be9d1df74f41fdda5e49f048c1f5fdabdfc844755bff0c4731"" style=""width: 13px; height: 13px"" width=""13px"" height=""13px"" alt=""Type Icon for Fire""><span style=""color: rgb(255, 255, 255);"">Fire</span></a></span>-type moves to work, but will not allow the <span style=""display: inline-flex; gap: 0.25rem""><span style=""text-transform: uppercase; font-family: ui-monospace, SFMono-Regular, Menlo, Monaco, Consolas, 'Liberation Mono', 'Courier New', monospace;"">weather</span><img src=""https://cdn.pokedb.org/cdn_assets/meta_assets/icons/effect_conversion/weather_weather.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span> to be changed."
190,"When this Pokémon enters battle or gains this ability, the weather becomes extremely {harsh sunlight;WEATHER;HARSHSUNLIGHT}.<br/>
Extremely harsh sunlight has all the properties of {Sunny Day;MOVE;sunny-day} and also causes damaging {WATER;TYPE;Water}-type moves to fail.<br/>
Extremely harsh sunlight ends when this Pokémon leaves battle or loses this ability, or when this ability is nullified.<br/>
The weather cannot otherwise be changed except by the effects of {Delta Stream;ABILITY;delta-stream} and {Primordial Sea;ABILITY;primordial-sea}.<br/>
{Air Lock;ABILITY;air-lock} and {Cloud Nine;ABILITY;cloud-nine} will prevent the effects of extremely harsh sunlight, including allowing {WATER;TYPE;Water}-type moves to work, but will not allow the {weather;WEATHER;WEATHER} to be changed.","When this Pokémon enters battle or gains this ability, the weather becomes extremely <span style=""display: inline-flex; gap: 0.25rem""><span style=""text-transform: uppercase; font-family: ui-monospace, SFMono-Regular, Menlo, Monaco, Consolas, 'Liberation Mono', 'Courier New', monospace;"">harsh sunlight</span><img src=""https://cdn.pokedb.org/cdn_assets/pokemon_assets/encounter_table/weather_harshsunlight_rate.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span>.<br>
Extremely harsh sunlight has all the properties of <a href=""/moves/sunny-day"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Sunny Day</span></a> and also causes damaging <span style=""background-color: #4D79BC; font-weight: 700; margin: 0.125rem; padding: 0.25rem; line-height: 2rem; border-radius: 0.5rem""><a href=""/types/Water"" style=""display: inline-flex; gap: 0.25rem; justify-content: center; align-items: center; color: rgb(255, 255, 255);""><img src=""https://cdn.pokedb.org/53ac01b352ec9dea6c9db4c7f8b99b914098bcf6c63d262280fa3d5e7096a090"" style=""width: 13px; height: 13px"" width=""13px"" height=""13px"" alt=""Type Icon for Water""><span style=""color: rgb(255, 255, 255);"">Water</span></a></span>-type moves to fail.<br>
Extremely harsh sunlight ends when this Pokémon leaves battle or loses this ability, or when this ability is nullified.<br>
The weather cannot otherwise be changed except by the effects of <a href=""/abilities/delta-stream"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Delta Stream</span></a> and <a href=""/abilities/primordial-sea"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Primordial Sea</span></a>.<br>
<a href=""/abilities/air-lock"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Air Lock</span></a> and <a href=""/abilities/cloud-nine"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Cloud Nine</span></a> will prevent the effects of extremely harsh sunlight, including allowing <span style=""background-color: #4D79BC; font-weight: 700; margin: 0.125rem; padding: 0.25rem; line-height: 2rem; border-radius: 0.5rem""><a href=""/types/Water"" style=""display: inline-flex; gap: 0.25rem; justify-content: center; align-items: center; color: rgb(255, 255, 255);""><img src=""https://cdn.pokedb.org/53ac01b352ec9dea6c9db4c7f8b99b914098bcf6c63d262280fa3d5e7096a090"" style=""width: 13px; height: 13px"" width=""13px"" height=""13px"" alt=""Type Icon for Water""><span style=""color: rgb(255, 255, 255);"">Water</span></a></span>-type moves to work, but will not allow the <span style=""display: inline-flex; gap: 0.25rem""><span style=""text-transform: uppercase; font-family: ui-monospace, SFMono-Regular, Menlo, Monaco, Consolas, 'Liberation Mono', 'Courier New', monospace;"">weather</span><img src=""https://cdn.pokedb.org/cdn_assets/meta_assets/icons/effect_conversion/weather_weather.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span> to be changed."
191,"When this Pokémon enters battle or gains this ability, the weather becomes a {mysterious air current;WEATHER;FOG}.<br/>
A mysterious air current causes moves to not be super effective against {Flying;TYPE;Flying}, they do neutral damage instead.<br/>
{Anticipation;ABILITY;anticipation} and {Stealth Rock;MOVE;stealth-rock} are not affected.<br/>
The mysterious air current ends when this Pokémon leaves battle or loses this ability, or when this ability is nullified.<br/>
The weather cannot otherwise be changed except by the effects of {Desolate Land;ABILITY;desolate-land} and {Primordial Sea;ABILITY;primordial-sea}.<br/>
{Air Lock;ABILITY;air-lock} and {Cloud Nine;ABILITY;cloud-nine} will prevent the effect of a mysterious air current, but will not allow the {weather;WEATHER;WEATHER} to be changed.","When this Pokémon enters battle or gains this ability, the weather becomes a <span style=""display: inline-flex; gap: 0.25rem""><span style=""text-transform: uppercase; font-family: ui-monospace, SFMono-Regular, Menlo, Monaco, Consolas, 'Liberation Mono', 'Courier New', monospace;"">mysterious air current</span><img src=""https://cdn.pokedb.org/cdn_assets/pokemon_assets/encounter_table/weather_fog_rate.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span>.<br>
A mysterious air current causes moves to not be super effective against <span style=""background-color: #8FB8E5; font-weight: 700; margin: 0.125rem; padding: 0.25rem; line-height: 2rem; border-radius: 0.5rem""><a href=""/types/Flying"" style=""display: inline-flex; gap: 0.25rem; justify-content: center; align-items: center; color: rgb(255, 255, 255);""><img src=""https://cdn.pokedb.org/fab0a4d3718b88e4477c37e89ef56d1eb8b5ebcc591c4a13f2047cc3d7288b3a"" style=""width: 13px; height: 13px"" width=""13px"" height=""13px"" alt=""Type Icon for Flying""><span style=""color: rgb(255, 255, 255);"">Flying</span></a></span>, they do neutral damage instead.<br>
<a href=""/abilities/anticipation"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Anticipation</span></a> and <a href=""/moves/stealth-rock"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Stealth Rock</span></a> are not affected.<br>
The mysterious air current ends when this Pokémon leaves battle or loses this ability, or when this ability is nullified.<br>
The weather cannot otherwise be changed except by the effects of <a href=""/abilities/desolate-land"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Desolate Land</span></a> and <a href=""/abilities/primordial-sea"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Primordial Sea</span></a>.<br>
<a href=""/abilities/air-lock"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Air Lock</span></a> and <a href=""/abilities/cloud-nine"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Cloud Nine</span></a> will prevent the effect of a mysterious air current, but will not allow the <span style=""display: inline-flex; gap: 0.25rem""><span style=""text-transform: uppercase; font-family: ui-monospace, SFMono-Regular, Menlo, Monaco, Consolas, 'Liberation Mono', 'Courier New', monospace;"">weather</span><img src=""https://cdn.pokedb.org/cdn_assets/meta_assets/icons/effect_conversion/weather_weather.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span> to be changed."
192,Raises this Pokémon's {Defense;STAT;DEFENSE} by one stage when it takes damage from a move.,"Raises this Pokémon's <span style=""display: inline-flex; gap: 0.25rem""><span style=""text-transform: uppercase; font-family: ui-monospace, SFMono-Regular, Menlo, Monaco, Consolas, 'Liberation Mono', 'Courier New', monospace;"">Defense</span><img src=""https://cdn.pokedb.org/cdn_assets/pokemon_assets/stats/stat_defense.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span> by one stage when it takes damage from a move."
193,"After this Pokémon is hit by a move, if that move caused this Pokémon's {HP;STAT;HP} to drop below half, it switches out.<br/>
This ability functions identically to {Emergency Exit;ABILITY;emergency-exit}.","After this Pokémon is hit by a move, if that move caused this Pokémon's <span style=""display: inline-flex; gap: 0.25rem""><span style=""text-transform: uppercase; font-family: ui-monospace, SFMono-Regular, Menlo, Monaco, Consolas, 'Liberation Mono', 'Courier New', monospace;"">HP</span><img src=""https://cdn.pokedb.org/cdn_assets/pokemon_assets/stats/stat_hp.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span> to drop below half, it switches out.<br>
This ability functions identically to <a href=""/abilities/emergency-exit"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Emergency Exit</span></a>."
194,"After this Pokémon is hit by a move, if that move caused this Pokémon's {HP;STAT;HP} to drop below half, it switches out.<br/>
This ability functions identically to {Wimp Out;ABILITY;wimp-out}.","After this Pokémon is hit by a move, if that move caused this Pokémon's <span style=""display: inline-flex; gap: 0.25rem""><span style=""text-transform: uppercase; font-family: ui-monospace, SFMono-Regular, Menlo, Monaco, Consolas, 'Liberation Mono', 'Courier New', monospace;"">HP</span><img src=""https://cdn.pokedb.org/cdn_assets/pokemon_assets/stats/stat_hp.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span> to drop below half, it switches out.<br>
This ability functions identically to <a href=""/abilities/wimp-out"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Wimp Out</span></a>."
195,Raises this Pokémon's {Defense;STAT;DEFENSE} by two stages when it's hit by a {WATER;TYPE;Water}-type move.,"Raises this Pokémon's <span style=""display: inline-flex; gap: 0.25rem""><span style=""text-transform: uppercase; font-family: ui-monospace, SFMono-Regular, Menlo, Monaco, Consolas, 'Liberation Mono', 'Courier New', monospace;"">Defense</span><img src=""https://cdn.pokedb.org/cdn_assets/pokemon_assets/stats/stat_defense.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span> by two stages when it's hit by a <span style=""background-color: #4D79BC; font-weight: 700; margin: 0.125rem; padding: 0.25rem; line-height: 2rem; border-radius: 0.5rem""><a href=""/types/Water"" style=""display: inline-flex; gap: 0.25rem; justify-content: center; align-items: center; color: rgb(255, 255, 255);""><img src=""https://cdn.pokedb.org/53ac01b352ec9dea6c9db4c7f8b99b914098bcf6c63d262280fa3d5e7096a090"" style=""width: 13px; height: 13px"" width=""13px"" height=""13px"" alt=""Type Icon for Water""><span style=""color: rgb(255, 255, 255);"">Water</span></a></span>-type move."
196,This Pokémon's moves critical hit against {poisoned;STATUS;poison} targets.,"This Pokémon's moves critical hit against <a href=""/status_conditions/poison"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>poisoned</span><img src=""https://cdn.pokedb.org/ca47dcf37f52d71bd66ab23fcdffe6b823f4ea3de865b8914a3ec8abbfaf9705"" width=""20"" height=""20"" alt=""Status Condition Icon for Poison"" style=""width: 20px; height: 20px""></a> targets."
197,"When this Pokémon enters battle and at the end of each turn, if its {HP;STAT;HP} is 50% or above, it changes into Meteor Form.<br/>
Otherwise, it changes into Core Form.<br/>
In Meteor Form, it cannot be given a {major status effect;STATUS;-} (though existing ones are not cured), cannot become drowsy from {Yawn;MOVE;yawn}, and cannot use {Rest;MOVE;rest} (which will simply fail).<br/>
This ability cannot be copied, replaced, or nullified.<br/>
This ability only takes effect for {Minior;POKEMON;minior}.","When this Pokémon enters battle and at the end of each turn, if its <span style=""display: inline-flex; gap: 0.25rem""><span style=""text-transform: uppercase; font-family: ui-monospace, SFMono-Regular, Menlo, Monaco, Consolas, 'Liberation Mono', 'Courier New', monospace;"">HP</span><img src=""https://cdn.pokedb.org/cdn_assets/pokemon_assets/stats/stat_hp.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span> is 50% or above, it changes into Meteor Form.<br>
Otherwise, it changes into Core Form.<br>
In Meteor Form, it cannot be given a <a href=""/status_conditions"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>major status effect</span></a> (though existing ones are not cured), cannot become drowsy from <a href=""/moves/yawn"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Yawn</span></a>, and cannot use <a href=""/moves/rest"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Rest</span></a> (which will simply fail).<br>
This ability cannot be copied, replaced, or nullified.<br>
This ability only takes effect for <a href=""/pokemon/minior"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Minior</span><img src=""https://cdn.pokedb.org/82991eb397bd62c8d41d83d04693d037517acc768abd17c923ad47abef8e22ebw40h40"" width=""20"" height=""20"" alt=""Pokemon Image for Minior"" style=""width: 20px; height: 20px""></a>."
198,This Pokémon's moves have double power against Pokémon that switched in this turn.,This Pokémon's moves have double power against Pokémon that switched in this turn.
199,"When this Pokémon is hit by a {FIRE;TYPE;Fire}-type move, the damage is halved.<br/>
When this Pokémon uses a {WATER;TYPE;Water}-type move, the power is doubled.<br/>
This Pokémon cannot be {burned;STATUS;burn}, and if it becomes burned, the burn is immediately cured.","When this Pokémon is hit by a <span style=""background-color: #D33A30; font-weight: 700; margin: 0.125rem; padding: 0.25rem; line-height: 2rem; border-radius: 0.5rem""><a href=""/types/Fire"" style=""display: inline-flex; gap: 0.25rem; justify-content: center; align-items: center; color: rgb(255, 255, 255);""><img src=""https://cdn.pokedb.org/9c6764b6f9ae28be9d1df74f41fdda5e49f048c1f5fdabdfc844755bff0c4731"" style=""width: 13px; height: 13px"" width=""13px"" height=""13px"" alt=""Type Icon for Fire""><span style=""color: rgb(255, 255, 255);"">Fire</span></a></span>-type move, the damage is halved.<br>
When this Pokémon uses a <span style=""background-color: #4D79BC; font-weight: 700; margin: 0.125rem; padding: 0.25rem; line-height: 2rem; border-radius: 0.5rem""><a href=""/types/Water"" style=""display: inline-flex; gap: 0.25rem; justify-content: center; align-items: center; color: rgb(255, 255, 255);""><img src=""https://cdn.pokedb.org/53ac01b352ec9dea6c9db4c7f8b99b914098bcf6c63d262280fa3d5e7096a090"" style=""width: 13px; height: 13px"" width=""13px"" height=""13px"" alt=""Type Icon for Water""><span style=""color: rgb(255, 255, 255);"">Water</span></a></span>-type move, the power is doubled.<br>
This Pokémon cannot be <a href=""/status_conditions/burn"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>burned</span><img src=""https://cdn.pokedb.org/43b62270be0491a799d2e037aafe0a325e3436593d071f0fac932b3e9eed2cfa"" width=""20"" height=""20"" alt=""Status Condition Icon for Burn"" style=""width: 20px; height: 20px""></a>, and if it becomes burned, the burn is immediately cured."
200,This Pokémon's {STEEL;TYPE;Steel}-type moves have 1.5x power.,"This Pokémon's <span style=""background-color: #4D3F3F; font-weight: 700; margin: 0.125rem; padding: 0.25rem; line-height: 2rem; border-radius: 0.5rem""><a href=""/types/Steel"" style=""display: inline-flex; gap: 0.25rem; justify-content: center; align-items: center; color: rgb(255, 255, 255);""><img src=""https://cdn.pokedb.org/e34ae6bf5aa2a8934994ad60980b3aa9be2c19db8d2c5408817b185dc3f4b9d7"" style=""width: 13px; height: 13px"" width=""13px"" height=""13px"" alt=""Type Icon for Steel""><span style=""color: rgb(255, 255, 255);"">Steel</span></a></span>-type moves have 1.5x power."
201,"Whenever this Pokémon takes damage from a move that causes its {HP;STAT;HP} to drop below 50%, its {Special Attack;STAT;SPATK} rises by one stage.","Whenever this Pokémon takes damage from a move that causes its <span style=""display: inline-flex; gap: 0.25rem""><span style=""text-transform: uppercase; font-family: ui-monospace, SFMono-Regular, Menlo, Monaco, Consolas, 'Liberation Mono', 'Courier New', monospace;"">HP</span><img src=""https://cdn.pokedb.org/cdn_assets/pokemon_assets/stats/stat_hp.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span> to drop below 50%, its <span style=""display: inline-flex; gap: 0.25rem""><span style=""text-transform: uppercase; font-family: ui-monospace, SFMono-Regular, Menlo, Monaco, Consolas, 'Liberation Mono', 'Courier New', monospace;"">Special Attack</span><img src=""https://cdn.pokedb.org/cdn_assets/pokemon_assets/stats/stat_spatk.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span> rises by one stage."
