ability_id,version_identifier,flavor_text
162,omega-ruby-alpha-sapphire,Boosts the accuracy of its allies and itself.
162,sun-moon,Boosts the accuracy of its allies and itself.
162,sword-shield,Boosts the accuracy of its allies and itself.
162,ultra-sun-ultra-moon,Boosts the accuracy of its allies and itself.
162,x-y,Boosts the accuracy of its allies and itself.
163,black-2-white-2,Moves can be used regardless of Abilities.
163,black-white,Moves can be used regardless of Abilities.
163,lets-go-pikachu-lets-go-eevee,Moves can be used on the target regardless of its Abilities.
163,omega-ruby-alpha-sapphire,Moves can be used on the target regardless of its Abilities.
163,sun-moon,Moves can be used on the target regardless of its Abilities.
163,sword-shield,Moves can be used on the target regardless of its Abilities.
163,the-indigo-disk,The Pokémon's moves are unimpeded by the Ability of the target.
163,ultra-sun-ultra-moon,Moves can be used on the target regardless of its Abilities.
163,x-y,Moves can be used on the target regardless of its Abilities.
164,black-2-white-2,Moves can be used regardless of Abilities.
164,black-white,Moves can be used regardless of Abilities.
164,lets-go-pikachu-lets-go-eevee,Moves can be used on the target regardless of its Abilities.
164,omega-ruby-alpha-sapphire,Moves can be used on the target regardless of its Abilities.
164,sun-moon,Moves can be used on the target regardless of its Abilities.
164,sword-shield,Moves can be used on the target regardless of its Abilities.
164,the-indigo-disk,The Pokémon's moves are unimpeded by the Ability of the target.
164,ultra-sun-ultra-moon,Moves can be used on the target regardless of its Abilities.
164,x-y,Moves can be used on the target regardless of its Abilities.
165,lets-go-pikachu-lets-go-eevee,Protects itself and its allies from attacks that limit their move choices.
165,omega-ruby-alpha-sapphire,Protects allies from attacks that limit their move choices.
165,scarlet-violet,Protects the Pokémon and its allies from effects that prevent the use of moves.
165,sun-moon,Protects itself and its allies from attacks that limit their move choices.
165,sword-shield,Protects itself and its allies from attacks that limit their move choices.
165,ultra-sun-ultra-moon,Protects itself and its allies from attacks that limit their move choices.
165,x-y,Protects allies from attacks that limit their move choices.
166,lets-go-pikachu-lets-go-eevee,Ally Grass-type Pokémon are protected from status conditions and the lowering of their stats.
166,omega-ruby-alpha-sapphire,Prevents lowering of ally Grass-type Pokémon’s stats.
166,scarlet-violet,Ally Grass-type Pokémon are protected from status conditions and the lowering of their stats.
166,sun-moon,Ally Grass-type Pokémon are protected from status conditions and the lowering of their stats.
166,sword-shield,Ally Grass-type Pokémon are protected from status conditions and the lowering of their stats.
166,ultra-sun-ultra-moon,Ally Grass-type Pokémon are protected from status conditions and the lowering of their stats.
166,x-y,Prevents lowering of ally Grass-type Pokémon’s stats.
167,lets-go-pikachu-lets-go-eevee,Restores HP as well when the Pokémon eats a Berry.
167,omega-ruby-alpha-sapphire,Restores HP as well when the Pokémon eats a Berry.
167,scarlet-violet,"The Pokémon's HP is restored when it eats any Berry, in addition to the Berry's usual effect."
167,sun-moon,Restores HP as well when the Pokémon eats a Berry.
167,sword-shield,Restores HP as well when the Pokémon eats a Berry.
167,ultra-sun-ultra-moon,Restores HP as well when the Pokémon eats a Berry.
167,x-y,Restores HP as well when the Pokémon eats a Berry.
168,lets-go-pikachu-lets-go-eevee,Changes the Pokémon’s type to the type of the move it’s about to use.
168,omega-ruby-alpha-sapphire,Changes the Pokémon’s type to the type of the move it’s using.
168,scarlet-violet,Changes the Pokémon's type to the type of the move it's about to use. This works only once each time the Pokémon enters battle.
168,sun-moon,Changes the Pokémon’s type to the type of the move it’s about to use.
168,sword-shield,Changes the Pokémon’s type to the type of the move it’s about to use.
168,ultra-sun-ultra-moon,Changes the Pokémon’s type to the type of the move it’s about to use.
168,x-y,Changes the Pokémon’s type to the type of the move it’s using.
169,lets-go-pikachu-lets-go-eevee,Halves the damage from physical moves.
169,omega-ruby-alpha-sapphire,Halves damage from physical moves.
169,scarlet-violet,Halves the damage from physical moves.
169,sun-moon,Halves the damage from physical moves.
169,sword-shield,Halves the damage from physical moves.
169,ultra-sun-ultra-moon,Halves the damage from physical moves.
169,x-y,Halves damage from physical moves.
170,lets-go-pikachu-lets-go-eevee,The Pokémon steals the held item of a Pokémon it hits with a move.
170,omega-ruby-alpha-sapphire,The Pokémon steals the held item of a Pokémon it hits with a move.
170,scarlet-violet,The Pokémon steals the held item from any target it hits with a move.
170,sun-moon,The Pokémon steals the held item of a Pokémon it hits with a move.
170,sword-shield,The Pokémon steals the held item of a Pokémon it hits with a move.
170,ultra-sun-ultra-moon,The Pokémon steals the held item of a Pokémon it hits with a move.
170,x-y,The Pokémon steals the held item of a Pokémon it hits with a move.
171,lets-go-pikachu-lets-go-eevee,Protects the Pokémon from some ball and bomb moves.
171,omega-ruby-alpha-sapphire,Protects the Pokémon from some ball and bomb moves.
171,scarlet-violet,Protects the Pokémon from ball and bomb moves.
171,sun-moon,Protects the Pokémon from some ball and bomb moves.
171,sword-shield,Protects the Pokémon from some ball and bomb moves.
171,ultra-sun-ultra-moon,Protects the Pokémon from some ball and bomb moves.
171,x-y,Protects the Pokémon from some ball and bomb moves.
172,lets-go-pikachu-lets-go-eevee,Boosts the Sp. Atk stat sharply when a stat is lowered.
172,omega-ruby-alpha-sapphire,Boosts the Sp. Atk stat when a stat is lowered.
172,scarlet-violet,Boosts the Pokémon's Sp. Atk stat sharply when its stats are lowered by an opposing Pokémon.
172,sun-moon,Boosts the Sp. Atk stat sharply when a stat is lowered.
172,sword-shield,Boosts the Sp. Atk stat sharply when a stat is lowered.
172,ultra-sun-ultra-moon,Boosts the Sp. Atk stat sharply when a stat is lowered.
172,x-y,Boosts the Sp. Atk stat when a stat is lowered.
173,lets-go-pikachu-lets-go-eevee,The Pokémon’s strong jaw boosts the power of its biting moves.
173,omega-ruby-alpha-sapphire,The Pokémon’s strong jaw gives it tremendous biting power.
173,scarlet-violet,The Pokémon's strong jaw boosts the power of its biting moves.
173,sun-moon,The Pokémon’s strong jaw boosts the power of its biting moves.
173,sword-shield,The Pokémon’s strong jaw boosts the power of its biting moves.
173,ultra-sun-ultra-moon,The Pokémon’s strong jaw boosts the power of its biting moves.
173,x-y,The Pokémon’s strong jaw gives it tremendous biting power.
174,lets-go-pikachu-lets-go-eevee,Normal-type moves become Ice-type moves. The power of those moves is boosted a little.
174,omega-ruby-alpha-sapphire,Normal-type moves become Ice-type moves.
174,sun-moon,Normal-type moves become Ice-type moves. The power of those moves is boosted a little.
174,sword-shield,Normal-type moves become Ice-type moves. The power of those moves is boosted a little.
174,ultra-sun-ultra-moon,Normal-type moves become Ice-type moves. The power of those moves is boosted a little.
174,x-y,Normal-type moves become Ice-type moves.
175,lets-go-pikachu-lets-go-eevee,Prevents itself and ally Pokémon from falling asleep.
175,omega-ruby-alpha-sapphire,Prevents itself and ally Pokémon from falling asleep.
175,scarlet-violet,Prevents the Pokémon and its allies from falling asleep.
175,sun-moon,Prevents itself and ally Pokémon from falling asleep.
175,sword-shield,Prevents itself and ally Pokémon from falling asleep.
175,ultra-sun-ultra-moon,Prevents itself and ally Pokémon from falling asleep.
175,x-y,Prevents itself and ally Pokémon from falling asleep.
176,lets-go-pikachu-lets-go-eevee,The Pokémon changes its form to Blade Forme when it uses an attack move and changes to Shield Forme when it uses King’s Shield.
176,omega-ruby-alpha-sapphire,The Pokémon changes form depending on how it battles.
176,sun-moon,"The Pokémon changes its form to Blade Forme when it uses an attack move, and changes to Shield Forme when it uses King’s Shield."
176,sword-shield,The Pokémon changes its form to Blade Forme when it uses an attack move and changes to Shield Forme when it uses King’s Shield.
176,ultra-sun-ultra-moon,"The Pokémon changes its form to Blade Forme when it uses an attack move, and changes to Shield Forme when it uses King’s Shield."
176,x-y,The Pokémon changes form depending on how it battles.
177,lets-go-pikachu-lets-go-eevee,Gives priority to Flying-type moves when the Pokémon’s HP is full.
177,omega-ruby-alpha-sapphire,Gives priority to Flying-type moves.
177,scarlet-violet,Gives priority to the Pokémon's Flying-type moves while its HP is full.
177,sun-moon,Gives priority to Flying-type moves when the Pokémon’s HP is full.
177,sword-shield,Gives priority to Flying-type moves when the Pokémon’s HP is full.
177,ultra-sun-ultra-moon,Gives priority to Flying-type moves when the Pokémon’s HP is full.
177,x-y,Gives priority to Flying-type moves.
178,lets-go-pikachu-lets-go-eevee,Powers up aura and pulse moves.
178,omega-ruby-alpha-sapphire,Powers up aura and pulse moves.
178,scarlet-violet,Powers up pulse moves.
178,sun-moon,Powers up aura and pulse moves.
178,sword-shield,Powers up aura and pulse moves.
178,ultra-sun-ultra-moon,Powers up aura and pulse moves.
178,x-y,Powers up aura and pulse moves.
179,lets-go-pikachu-lets-go-eevee,Boosts the Pokémon’s Defense stat in Grassy Terrain.
179,omega-ruby-alpha-sapphire,Boosts the Defense stat in Grassy Terrain.
179,scarlet-violet,Boosts the Pokémon's Defense stat on Grassy Terrain.
179,sun-moon,Boosts the Pokémon’s Defense stat in Grassy Terrain.
179,sword-shield,Boosts the Pokémon’s Defense stat on Grassy Terrain.
179,ultra-sun-ultra-moon,Boosts the Pokémon’s Defense stat in Grassy Terrain.
179,x-y,Boosts the Defense stat in Grassy Terrain.
180,lets-go-pikachu-lets-go-eevee,The Pokémon passes its item to an ally that has used up an item.
180,omega-ruby-alpha-sapphire,The Pokémon can pass an item to an ally.
180,scarlet-violet,The Pokémon passes its held item to an ally that has used up an item.
180,sun-moon,The Pokémon passes its item to an ally that has used up an item.
180,sword-shield,The Pokémon passes its item to an ally that has used up an item.
180,ultra-sun-ultra-moon,The Pokémon passes its item to an ally that has used up an item.
180,x-y,The Pokémon can pass an item to an ally.
181,lets-go-pikachu-lets-go-eevee,Powers up moves that make direct contact.
181,omega-ruby-alpha-sapphire,Powers up moves that make direct contact.
181,scarlet-violet,Powers up moves that make direct contact.
181,sun-moon,Powers up moves that make direct contact.
181,sword-shield,Powers up moves that make direct contact.
181,ultra-sun-ultra-moon,Powers up moves that make direct contact.
181,x-y,Powers up moves that make direct contact.
182,lets-go-pikachu-lets-go-eevee,Normal-type moves become Fairy-type moves. The power of those moves is boosted a little.
182,omega-ruby-alpha-sapphire,Normal-type moves become Fairy-type moves.
182,scarlet-violet,Normal-type moves become Fairy-type moves. The power of those moves is boosted a little.
182,sun-moon,Normal-type moves become Fairy-type moves. The power of those moves is boosted a little.
182,sword-shield,Normal-type moves become Fairy-type moves. The power of those moves is boosted a little.
182,ultra-sun-ultra-moon,Normal-type moves become Fairy-type moves. The power of those moves is boosted a little.
182,x-y,Normal-type moves become Fairy-type moves.
183,lets-go-pikachu-lets-go-eevee,Contact with the Pokémon lowers the attacker’s Speed stat.
183,omega-ruby-alpha-sapphire,Contact with the Pokémon lowers the attacker’s Speed stat.
183,scarlet-violet,Contact with the Pokémon lowers the attacker's Speed stat.
183,sun-moon,Contact with the Pokémon lowers the attacker’s Speed stat.
183,sword-shield,Contact with the Pokémon lowers the attacker’s Speed stat.
183,ultra-sun-ultra-moon,Contact with the Pokémon lowers the attacker’s Speed stat.
183,x-y,Contact with the Pokémon lowers the attacker’s Speed stat.
184,lets-go-pikachu-lets-go-eevee,Normal-type moves become Flying-type moves. The power of those moves is boosted a little.
184,omega-ruby-alpha-sapphire,Normal-type moves become Flying-type moves.
184,sun-moon,Normal-type moves become Flying-type moves. The power of those moves is boosted a little.
184,sword-shield,Normal-type moves become Flying-type moves. The power of those moves is boosted a little.
184,ultra-sun-ultra-moon,Normal-type moves become Flying-type moves. The power of those moves is boosted a little.
184,x-y,Normal-type moves become Flying-type moves.
185,lets-go-pikachu-lets-go-eevee,Parent and child each attacks.
185,omega-ruby-alpha-sapphire,Parent and child attack together.
185,sun-moon,Parent and child each attacks.
185,sword-shield,Parent and child each attacks.
185,ultra-sun-ultra-moon,Parent and child each attacks.
185,x-y,Parent and child attack together.
186,lets-go-pikachu-lets-go-eevee,Powers up each Pokémon’s Dark-type moves.
186,omega-ruby-alpha-sapphire,Powers up each Pokémon’s Dark-type moves.
186,sun-moon,Powers up each Pokémon’s Dark-type moves.
186,sword-shield,Powers up each Pokémon’s Dark-type moves.
186,ultra-sun-ultra-moon,Powers up each Pokémon’s Dark-type moves.
186,x-y,Powers up each Pokémon’s Dark-type moves.
187,lets-go-pikachu-lets-go-eevee,Powers up each Pokémon’s Fairy-type moves.
187,omega-ruby-alpha-sapphire,Powers up each Pokémon’s Fairy-type moves.
187,sun-moon,Powers up each Pokémon’s Fairy-type moves.
187,sword-shield,Powers up each Pokémon’s Fairy-type moves.
187,ultra-sun-ultra-moon,Powers up each Pokémon’s Fairy-type moves.
187,x-y,Powers up each Pokémon’s Fairy-type moves.
188,lets-go-pikachu-lets-go-eevee,The effects of “Aura” Abilities are reversed to lower the power of affected moves.
188,omega-ruby-alpha-sapphire,The effects of “Aura” Abilities are reversed.
188,sun-moon,The effects of “Aura” Abilities are reversed to lower the power of affected moves.
188,sword-shield,The effects of “Aura” Abilities are reversed to lower the power of affected moves.
188,ultra-sun-ultra-moon,The effects of “Aura” Abilities are reversed to lower the power of affected moves.
188,x-y,The effects of “Aura” Abilities are reversed.
189,lets-go-pikachu-lets-go-eevee,The Pokémon changes the weather to nullify Fire-type attacks.
189,omega-ruby-alpha-sapphire,Affects weather and nullifies any Fire-type attacks.
189,sun-moon,The Pokémon changes the weather to nullify Fire-type attacks.
189,sword-shield,The Pokémon changes the weather to nullify Fire-type attacks.
189,ultra-sun-ultra-moon,The Pokémon changes the weather to nullify Fire-type attacks.
190,lets-go-pikachu-lets-go-eevee,The Pokémon changes the weather to nullify Water-type attacks.
190,omega-ruby-alpha-sapphire,Affects weather and nullifies any Water-type attacks.
190,sun-moon,The Pokémon changes the weather to nullify Water-type attacks.
190,sword-shield,The Pokémon changes the weather to nullify Water-type attacks.
190,ultra-sun-ultra-moon,The Pokémon changes the weather to nullify Water-type attacks.
191,lets-go-pikachu-lets-go-eevee,The Pokémon changes the weather to eliminate all of the Flying type’s weaknesses.
191,omega-ruby-alpha-sapphire,Affects weather and eliminates all of the Flying type’s weaknesses.
191,sun-moon,The Pokémon changes the weather to eliminate all of the Flying type’s weaknesses.
191,sword-shield,The Pokémon changes the weather to eliminate all of the Flying type’s weaknesses.
191,ultra-sun-ultra-moon,The Pokémon changes the weather to eliminate all of the Flying type’s weaknesses.
192,lets-go-pikachu-lets-go-eevee,Boosts the Defense stat when hit by an attack.
192,scarlet-violet,Boosts the Defense stat when the Pokémon is hit by an attack.
192,sun-moon,Boosts the Defense stat when hit by an attack.
192,sword-shield,Boosts the Defense stat when hit by an attack.
192,ultra-sun-ultra-moon,Boosts the Defense stat when hit by an attack.
193,lets-go-pikachu-lets-go-eevee,The Pokémon cowardly switches out when its HP becomes half or less.
193,sun-moon,The Pokémon cowardly switches out when its HP becomes half or less.
193,sword-shield,The Pokémon cowardly switches out when its HP becomes half or less.
193,ultra-sun-ultra-moon,The Pokémon cowardly switches out when its HP becomes half or less.
194,lets-go-pikachu-lets-go-eevee,"The Pokémon, sensing danger, switches out when its HP becomes half or less."
194,sun-moon,"The Pokémon, sensing danger, switches out when its HP becomes half or less."
194,sword-shield,"The Pokémon, sensing danger, switches out when its HP becomes half or less."
194,ultra-sun-ultra-moon,"The Pokémon, sensing danger, switches out when its HP becomes half or less."
195,lets-go-pikachu-lets-go-eevee,Boosts the Pokémon’s Defense stat sharply when hit by a Water-type move.
195,scarlet-violet,Boosts the Defense stat sharply when the Pokémon is hit by a Water-type move.
195,sun-moon,Boosts the Pokémon’s Defense stat sharply when hit by a Water-type move.
195,sword-shield,Boosts the Pokémon’s Defense stat sharply when hit by a Water-type move.
195,ultra-sun-ultra-moon,Boosts the Pokémon’s Defense stat sharply when hit by a Water-type move.
196,lets-go-pikachu-lets-go-eevee,The Pokémon’s attacks become critical hits if the target is poisoned.
196,scarlet-violet,The Pokémon's attacks become critical hits if the target is poisoned.
196,sun-moon,The Pokémon’s attacks become critical hits if the target is poisoned.
196,sword-shield,The Pokémon’s attacks become critical hits if the target is poisoned.
196,ultra-sun-ultra-moon,The Pokémon’s attacks become critical hits if the target is poisoned.
197,lets-go-pikachu-lets-go-eevee,"When its HP becomes half or less, the Pokémon’s shell breaks and it becomes aggressive."
197,sun-moon,"When its HP becomes half or less, the Pokémon’s shell breaks and it becomes aggressive."
197,sword-shield,"When its HP becomes half or less, the Pokémon’s shell breaks and it becomes aggressive."
197,the-indigo-disk,"When its HP drops to half or less, the Pokémon's shell breaks and it becomes aggressive."
197,ultra-sun-ultra-moon,"When its HP becomes half or less, the Pokémon’s shell breaks and it becomes aggressive."
198,lets-go-pikachu-lets-go-eevee,Doubles the damage dealt to the target’s replacement if the target switches out.
198,scarlet-violet,Doubles the damage dealt to a target that has just switched into battle.
198,sun-moon,Doubles the damage dealt to the target’s replacement if the target switches out.
198,sword-shield,Doubles the damage dealt to the target’s replacement if the target switches out.
198,ultra-sun-ultra-moon,Doubles the damage dealt to the target’s replacement if the target switches out.
199,lets-go-pikachu-lets-go-eevee,Lowers the power of Fire-type moves done to the Pokémon and prevents the Pokémon from getting a burn.
199,sun-moon,Lowers the power of Fire-type moves done to the Pokémon and prevents the Pokémon from getting a burn.
199,sword-shield,Lowers the power of Fire-type moves done to the Pokémon and prevents the Pokémon from getting a burn.
199,the-indigo-disk,Lowers the power of Fire-type moves that hit the Pokémon and prevents it from being burned.
199,ultra-sun-ultra-moon,Lowers the power of Fire-type moves done to the Pokémon and prevents the Pokémon from getting a burn.
200,lets-go-pikachu-lets-go-eevee,Powers up Steel-type moves.
200,sun-moon,Powers up Steel-type moves.
200,sword-shield,Powers up Steel-type moves.
200,ultra-sun-ultra-moon,Powers up Steel-type moves.
201,lets-go-pikachu-lets-go-eevee,Boosts the Pokémon’s Sp. Atk stat when it takes a hit that causes its HP to become half or less.
201,scarlet-violet,Boosts the Pokémon's Sp. Atk stat when it takes a hit that causes its HP to drop to half or less.
201,sun-moon,Boosts the Pokémon’s Sp. Atk stat when it takes a hit that causes its HP to become half or less.
201,sword-shield,Boosts the Pokémon’s Sp. Atk stat when it takes a hit that causes its HP to become half or less.
201,ultra-sun-ultra-moon,Boosts the Pokémon’s Sp. Atk stat when it takes a hit that causes its HP to become half or less.
202,lets-go-pikachu-lets-go-eevee,Boosts the Pokémon’s Speed stat in a hailstorm.
202,scarlet-violet,Boosts the Pokémon's Speed stat in snow.
202,sun-moon,Boosts the Pokémon’s Speed stat in a hailstorm.
202,sword-shield,Boosts the Pokémon’s Speed stat in a hailstorm.
202,ultra-sun-ultra-moon,Boosts the Pokémon’s Speed stat in a hailstorm.
203,lets-go-pikachu-lets-go-eevee,The Pokémon uses its moves without making contact with the target.
203,scarlet-violet,The Pokémon uses its moves without making contact with the target.
203,sun-moon,The Pokémon uses its moves without making contact with the target.
203,sword-shield,The Pokémon uses its moves without making contact with the target.
203,ultra-sun-ultra-moon,The Pokémon uses its moves without making contact with the target.
204,lets-go-pikachu-lets-go-eevee,All sound-based moves become Water-type moves.
204,sun-moon,All sound-based moves become Water-type moves.
204,sword-shield,All sound-based moves become Water-type moves.
204,the-indigo-disk,Sound-based moves become Water-type moves.
204,ultra-sun-ultra-moon,All sound-based moves become Water-type moves.
205,lets-go-pikachu-lets-go-eevee,Gives priority to a healing move.
205,sun-moon,Gives priority to a healing move.
205,sword-shield,Gives priority to a healing move.
205,the-indigo-disk,Gives priority to the Pokémon's healing moves.
205,ultra-sun-ultra-moon,Gives priority to a healing move.
206,lets-go-pikachu-lets-go-eevee,Normal-type moves become Electric-type moves. The power of those moves is boosted a little.
206,sun-moon,Normal-type moves become Electric-type moves. The power of those moves is boosted a little.
206,sword-shield,Normal-type moves become Electric-type moves. The power of those moves is boosted a little.
206,the-teal-mask,Normal-type moves become Electric-type moves. The power of those moves is boosted a little.
206,ultra-sun-ultra-moon,Normal-type moves become Electric-type moves. The power of those moves is boosted a little.
207,lets-go-pikachu-lets-go-eevee,Doubles the Pokémon’s Speed stat on Electric Terrain.
207,scarlet-violet,Doubles the Pokémon's Speed stat on Electric Terrain.
207,sun-moon,Doubles the Pokémon’s Speed stat on Electric Terrain.
207,sword-shield,Doubles the Pokémon’s Speed stat on Electric Terrain.
207,ultra-sun-ultra-moon,Doubles the Pokémon’s Speed stat on Electric Terrain.
208,lets-go-pikachu-lets-go-eevee,"When it has a lot of HP, the Pokémon forms a powerful school. It stops schooling when its HP is low."
208,sun-moon,"When it has a lot of HP, the Pokémon forms a powerful school. It stops schooling when its HP is low."
208,sword-shield,"When it has a lot of HP, the Pokémon forms a powerful school. It stops schooling when its HP is low."
208,ultra-sun-ultra-moon,"When it has a lot of HP, the Pokémon forms a powerful school. It stops schooling when its HP is low."
209,lets-go-pikachu-lets-go-eevee,"Once per battle, the shroud that covers the Pokémon can protect it from an attack."
209,scarlet-violet,"Once per battle, the shroud that covers the Pokémon can protect it from an attack."
209,sun-moon,"Once per battle, the shroud that covers the Pokémon can protect it from an attack."
209,sword-shield,"Once per battle, the shroud that covers the Pokémon can protect it from an attack."
209,ultra-sun-ultra-moon,"Once per battle, the shroud that covers the Pokémon can protect it from an attack."
210,lets-go-pikachu-lets-go-eevee,"Defeating an opposing Pokémon strengthens the Pokémon’s bond with its Trainer, and it becomes Ash-Greninja. Water Shuriken gets more powerful."
210,scarlet-violet,"When the Pokémon knocks out a target, its bond with its Trainer is strengthened, and its Attack, Sp. Atk, and Speed stats are boosted."
210,sun-moon,"Defeating an opposing Pokémon strengthens the Pokémon’s bond with its Trainer, and it becomes Ash-Greninja. Water Shuriken gets more powerful."
210,sword-shield,"Defeating an opposing Pokémon strengthens the Pokémon’s bond with its Trainer, and it becomes Ash-Greninja. Water Shuriken gets more powerful."
210,ultra-sun-ultra-moon,"Defeating an opposing Pokémon strengthens the Pokémon’s bond with its Trainer, and it becomes Ash-Greninja. Water Shuriken gets more powerful."
211,lets-go-pikachu-lets-go-eevee,Other Cells gather to aid when its HP becomes half or less. Then the Pokémon changes its form to Complete Forme.
211,sun-moon,Other Cells gather to aid when its HP becomes half or less. Then the Pokémon changes its form to Complete Forme.
211,sword-shield,Other Cells gather to aid when its HP becomes half or less. Then the Pokémon changes its form to Complete Forme.
211,ultra-sun-ultra-moon,Other Cells gather to aid when its HP becomes half or less. Then the Pokémon changes its form to Complete Forme.
212,lets-go-pikachu-lets-go-eevee,The Pokémon can poison the target even if it’s a Steel or Poison type.
212,scarlet-violet,The Pokémon can poison the target even if it's a Steel or Poison type.
212,sun-moon,The Pokémon can poison the target even if it’s a Steel or Poison type.
212,sword-shield,The Pokémon can poison the target even if it’s a Steel or Poison type.
212,ultra-sun-ultra-moon,The Pokémon can poison the target even if it’s a Steel or Poison type.
213,lets-go-pikachu-lets-go-eevee,It’s always drowsing and will never wake up. It can attack without waking up.
213,scarlet-violet,The Pokémon is always drowsing and will never wake up. It can attack while in its sleeping state.
213,sun-moon,It’s always drowsing and will never wake up. It can attack without waking up.
213,sword-shield,It’s always drowsing and will never wake up. It can attack without waking up.
213,ultra-sun-ultra-moon,It’s always drowsing and will never wake up. It can attack without waking up.
214,lets-go-pikachu-lets-go-eevee,"Its majesty pressures the opposing Pokémon, making it unable to attack using priority moves."
214,scarlet-violet,The Pokémon's majesty pressures opponents and makes them unable to use priority moves against the Pokémon or its allies.
214,sun-moon,"Its majesty pressures the opposing Pokémon, making it unable to attack using priority moves."
214,sword-shield,"Its majesty pressures the opposing Pokémon, making it unable to attack using priority moves."
214,the-teal-mask,"When the Pokémon uses Surf or Dive, it will come back with prey. When it takes damage, it will spit out the prey to attack."
214,ultra-sun-ultra-moon,"Its majesty pressures the opposing Pokémon, making it unable to attack using priority moves."
215,lets-go-pikachu-lets-go-eevee,Damages the attacker landing the finishing hit by the amount equal to its last HP.
215,sun-moon,Damages the attacker landing the finishing hit by the amount equal to its last HP.
215,sword-shield,Damages the attacker landing the finishing hit by the amount equal to its last HP.
215,ultra-sun-ultra-moon,Damages the attacker landing the finishing hit by the amount equal to its last HP.
216,lets-go-pikachu-lets-go-eevee,"When another Pokémon uses a dance move, it can use a dance move following it regardless of its Speed."
216,scarlet-violet,"Whenever a dance move is used in battle, the Pokémon will copy the user to immediately perform that dance move itself."
216,sun-moon,"When another Pokémon uses a dance move, it can use a dance move following it regardless of its Speed."
216,sword-shield,"When another Pokémon uses a dance move, it can use a dance move following it regardless of its Speed."
216,ultra-sun-ultra-moon,"When another Pokémon uses a dance move, it can use a dance move following it regardless of its Speed."
217,lets-go-pikachu-lets-go-eevee,Powers up ally Pokémon’s special moves.
217,sun-moon,Powers up ally Pokémon’s special moves.
217,sword-shield,Powers up ally Pokémon’s special moves.
217,the-teal-mask,Powers up ally Pokémon's special moves.
217,ultra-sun-ultra-moon,Powers up ally Pokémon’s special moves.
218,lets-go-pikachu-lets-go-eevee,"Halves the damage taken from moves that make direct contact, but doubles that of Fire-type moves."
218,scarlet-violet,"Halves the damage taken from moves that make direct contact, but doubles that of Fire-type moves."
218,sun-moon,"Halves the damage taken from moves that make direct contact, but doubles that of Fire-type moves."
218,sword-shield,"Halves the damage taken from moves that make direct contact, but doubles that of Fire-type moves."
218,ultra-sun-ultra-moon,"Halves the damage taken from moves that make direct contact, but doubles that of Fire-type moves."
219,lets-go-pikachu-lets-go-eevee,"Surprises the opposing Pokémon, making it unable to attack using priority moves."
219,scarlet-violet,"The Pokémon dazzles its opponents, making them unable to use priority moves against the Pokémon or its allies."
219,sun-moon,"Surprises the opposing Pokémon, making it unable to attack using priority moves."
219,sword-shield,"Surprises the opposing Pokémon, making it unable to attack using priority moves."
219,ultra-sun-ultra-moon,"Surprises the opposing Pokémon, making it unable to attack using priority moves."
220,lets-go-pikachu-lets-go-eevee,Boosts its Sp. Atk stat every time a Pokémon faints.
220,scarlet-violet,Boosts the Pokémon's Sp. Atk stat every time another Pokémon faints.
220,sun-moon,Boosts its Sp. Atk stat every time a Pokémon faints.
220,sword-shield,Boosts its Sp. Atk stat every time a Pokémon faints.
220,ultra-sun-ultra-moon,Boosts its Sp. Atk stat every time a Pokémon faints.
221,lets-go-pikachu-lets-go-eevee,Contact with the Pokémon lowers the attacker’s Speed stat.
221,scarlet-violet,Contact with the Pokémon lowers the attacker's Speed stat.
221,sun-moon,Contact with the Pokémon lowers the attacker’s Speed stat.
221,sword-shield,Contact with the Pokémon lowers the attacker’s Speed stat.
221,ultra-sun-ultra-moon,Contact with the Pokémon lowers the attacker’s Speed stat.
222,lets-go-pikachu-lets-go-eevee,The Pokémon copies the Ability of a defeated ally.
222,scarlet-violet,The Pokémon copies the Ability of a defeated ally.
222,sun-moon,The Pokémon copies the Ability of a defeated ally.
222,sword-shield,The Pokémon copies the Ability of a defeated ally.
222,ultra-sun-ultra-moon,The Pokémon copies the Ability of a defeated ally.
223,lets-go-pikachu-lets-go-eevee,The Pokémon copies the Ability of a defeated ally.
223,scarlet-violet,The Pokémon copies the Ability of a defeated ally.
223,sun-moon,The Pokémon copies the Ability of a defeated ally.
223,sword-shield,The Pokémon copies the Ability of a defeated ally.
223,ultra-sun-ultra-moon,The Pokémon copies the Ability of a defeated ally.
224,lets-go-pikachu-lets-go-eevee,The Pokémon boosts its most proficient stat each time it knocks out a Pokémon.
224,sun-moon,The Pokémon boosts its most proficient stat each time it knocks out a Pokémon.
224,sword-shield,The Pokémon boosts its most proficient stat each time it knocks out a Pokémon.
224,ultra-sun-ultra-moon,The Pokémon boosts its most proficient stat each time it knocks out a Pokémon.
225,lets-go-pikachu-lets-go-eevee,Changes the Pokémon’s type to match the memory disc it holds.
225,sun-moon,Changes the Pokémon’s type to match the memory disc it holds.
225,sword-shield,Changes the Pokémon’s type to match the memory disc it holds.
225,ultra-sun-ultra-moon,Changes the Pokémon’s type to match the memory disc it holds.
226,lets-go-pikachu-lets-go-eevee,Turns the ground into Electric Terrain when the Pokémon enters a battle.
226,scarlet-violet,Turns the ground into Electric Terrain when the Pokémon enters a battle.
226,sun-moon,Turns the ground into Electric Terrain when the Pokémon enters a battle.
