item_identifier,version_identifier,localized_name
sea-incense,diamond-pearl,An item to be held by a Pokémon. It is incense with a curious aroma that boosts the power of Water-type moves.
sea-incense,emerald,A hold item that slightly boosts Water-type moves.
sea-incense,ruby-sapphire,A hold item that slightly boosts Water-type moves.
sea-incense,scarlet-violet,An item to be held by a Pokémon. This incense has a curious aroma that boosts the power of the holder's Water-type moves.
secret-key-kanto,emerald,The key to the Cinnabar Island Gym's entrance.
secret-key-kanto,firered-leafgreen,The key to Cinnabar Island Gym's front door. It is colored red and decorated.
secret-key-kanto,lets-go-pikachu-lets-go-eevee,The key that unlocks the front door of the Pokémon Gym on Cinnabar Island. It has a red decoration.
secret-key-kanto,stadium,The key required to enter a Pokémon Gym somewhere.
secret-key-sinnoh,black-white,A high-tech key that has to be used at a specific location. It emits a special electric signal to open a door.
secret-key-sinnoh,brilliant-diamond-shining-pearl,A high-tech key that has to be used at a specific location. It emits a special electronic signal to open a door.
secret-key-sinnoh,platinum,A high-tech key that has to be used at a specific location. It emits a special electric signal to open a door.
secret-key-sinnoh,x-y,A high-tech key that has to be used at a specific location. It emits a special electronic signal to open a door.
secret-medicine,brilliant-diamond-shining-pearl,A fantastic medicine dispensed by the pharmacy in Cianwood City. It fully heals a Pokémon of any ailment.
secret-medicine,crystal,Fully heals any Pokémon.
secret-medicine,diamond-pearl,A fantastic medicine dispensed by the pharmacy in Cianwood City. It fully heals a Pokémon of any ailment.
secret-medicine,gold-silver,Fully heals any Pokémon.
secret-medicine,legends-arceus,An astonishing medicine that can instantly restore health to any Pokémon. It is produced by an apothecary in Cianwood City.
secret-medicine,platinum,A fantastic medicine dispensed by the pharmacy in Cianwood City. It fully heals a Pokémon of any ailment.
seed-of-mastery,legends-arceus,A rare seed that can be given to the captain of the Security Corps to have a Pokémon master a move so it can be used in the agile style or strong style.
seed-of-mastery,legends-za,A rare variety of seed. A certain person can help you upgrade your Pokémon's moves into Plus Moves if given one of these.
serious-mint,brilliant-diamond-shining-pearl,"When a Pokémon smells this mint, all of its stats will grow at an equal rate."
serious-mint,legends-arceus,"When a Pokémon smells this mint, its Attack, Defense, Sp. Atk, Sp. Def, and Speed will grow at their usual rates."
serious-mint,scarlet-violet,"Having a Pokémon smell this mint will cause its Attack, Defense, Sp. Atk, Sp. Def, and Speed stats to grow at an equal rate."
serious-mint,sword-shield,"When a Pokémon smells this mint, all of its stats will grow at an equal rate."
shaderoot-carrot,brilliant-diamond-shining-pearl,Produce that the King of Bountiful Harvests' beloved steed likes to eat. It grew in a gloomy field.
shaderoot-carrot,legends-arceus,Produce that the King of Bountiful Harvests' beloved steed likes to eat. It grew in a gloomy field.
shaderoot-carrot,scarlet-violet,Produce that the King of Bountiful Harvests' beloved steed likes to eat. It grew in a gloomy field.
shaderoot-carrot,sword-shield,Produce that the King of Bountiful Harvests' beloved steed likes to eat. It grew in a gloomy field.
shadow-mail,emerald,A Duskull-print Mail to be held by a Pokémon.
shadow-mail,firered,A piece of Mail featuring a cute Duskull print. It is to be held by a Pokémon.
shadow-mail,leafgreen,A piece of Mail featuring a cute Duskull print. It is to be held by a Pokémon.
shadow-mail,ruby,A Duskull-print Mail to be held by a Pokémon.
shadow-mail,sapphire,A Duskull-print Mail to be held by a Pokémon.
shalour-sable,brilliant-diamond-shining-pearl,Shalour City's famous shortbread. It can be used once to heal all the status conditions of a Pokémon.
shalour-sable,legends-arceus,Shalour City's famous shortbread. It can be used once to heal all the status conditions of a Pokémon.
shalour-sable,lets-go-pikachu-lets-go-eevee,The Kalos region's famous shortbread. It can be used to heal all the status conditions of a single Pokémon.
shalour-sable,omega-ruby-alpha-sapphire,Shalour City's famous shortbread. It can be used once to heal all the status conditions of a Pokémon.
shalour-sable,scarlet-violet,Shalour City’s famous shortbread. It can be used to cure any status condition a Pokémon may have.
shalour-sable,sun-moon,Shalour City's famous shortbread. It can be used once to heal all the status conditions of a Pokémon.
shalour-sable,sword-shield,Shalour City's famous shortbread. It can be used once to heal all the status conditions of a Pokémon.
shalour-sable,ultra-sun-ultra-moon,Shalour City's famous shortbread. It can be used once to heal all the status conditions of a Pokémon.
shalour-sable,x-y,Shalour City's famous shortbread. It can be used once to heal all the status conditions of a Pokémon.
sharp-beak,black-2-white-2,"An item to be held by a Pokémon. It is a long, sharp beak that boosts the power of Flying-type moves."
sharp-beak,black-white,"An item to be held by a Pokémon. It is a long, sharp beak that boosts the power of Flying-type moves."
sharp-beak,brilliant-diamond-shining-pearl,"An item to be held by a Pokémon. It's a long, sharp beak that boosts the power of Flying-type moves."
sharp-beak,colosseum,A hold item that raises the power of Flying-type moves.
sharp-beak,crystal,Powers up flying-type moves. (HOLD)
sharp-beak,diamond-pearl,"An item to be held by a Pokémon. It is a long, sharp beak that boosts the power of Flying-type moves."
sharp-beak,emerald,A hold item that raises the power of Flying-type moves.
sharp-beak,firered-leafgreen,"An item to be held by a Pokémon. A long, sharp beak that boosts the power of Flying-type moves."
sharp-beak,gold-silver,Powers up flying-type moves. (HOLD)
sharp-beak,heartgold-soulsilver,"An item to be held by a Pokémon. It is a long, sharp beak that boosts the power of Flying-type moves."
sharp-beak,legends-arceus,"An item to be held by a Pokémon. It's a long, sharp beak that boosts the power of Flying-type moves."
sharp-beak,lets-go-pikachu-lets-go-eevee,"An item to be held by a Pokémon. It's a long, sharp beak that boosts the power of Flying-type moves."
sharp-beak,omega-ruby-alpha-sapphire,"An item to be held by a Pokémon. It's a long, sharp beak that boosts the power of Flying-type moves."
sharp-beak,platinum,"An item to be held by a Pokémon. It is a long, sharp beak that boosts the power of Flying-type moves."
sharp-beak,ruby-sapphire,A hold item that raises the power of Flying-type moves.
sharp-beak,scarlet-violet,"An item to be held by a Pokémon. It's a long, sharp beak that boosts the power of the holder's Flying-type moves."
sharp-beak,sun-moon,"An item to be held by a Pokémon. It's a long, sharp beak that boosts the power of Flying-type moves."
sharp-beak,sword-shield,"An item to be held by a Pokémon. It's a long, sharp beak that boosts the power of Flying-type moves."
sharp-beak,ultra-sun-ultra-moon,"An item to be held by a Pokémon. It's a long, sharp beak that boosts the power of Flying-type moves."
sharp-beak,x-y,"An item to be held by a Pokémon. It's a long, sharp beak that boosts the power of Flying-type moves."
sharp-beak,xd,A hold item that raises the power of Flying-type moves.
sharpedonite,legends-za,One of a variety of mysterious Mega Stones. A Sharpedo holding this stone will be able to Mega Evolve during battle.
sharpedonite,omega-ruby-alpha-sapphire,"One of a variety of mysterious Mega Stones. Have Sharpedo hold it, and this stone will enable it to Mega Evolve during battle."
shed-shell,black-2-white-2,"A tough, discarded carapace to be held by a Pokémon. It enables the holder to switch with a waiting Pokémon in battle."
shed-shell,black-white,"A tough, discarded carapace to be held by a Pokémon. It enables the holder to switch with a waiting Pokémon in battle."
shed-shell,brilliant-diamond-shining-pearl,An item to be held by a Pokémon. This discarded carapace enables the holder to switch out of battle without fail.
shed-shell,diamond-pearl,"A tough, discarded carapace to be held by a Pokémon. It enables the holder to switch with a waiting Pokémon in battle."
shed-shell,heartgold-soulsilver,"A tough, discarded carapace to be held by a Pokémon. It enables the holder to switch with a waiting Pokémon in battle."
shed-shell,legends-arceus,An item to be held by a Pokémon. This discarded carapace enables the holder to switch out of battle without fail.
shed-shell,lets-go-pikachu-lets-go-eevee,An item to be held by a Pokémon. This discarded carapace enables the holder to switch out of battle without fail.
shed-shell,omega-ruby-alpha-sapphire,An item to be held by a Pokémon. This discarded carapace enables the holder to switch out of battle without fail.
shed-shell,platinum,"A tough, discarded carapace to be held by a Pokémon. It enables the holder to switch with a waiting Pokémon in battle."
shed-shell,scarlet-violet,"An item to be held by a Pokémon. Hard and sturdy, this discarded carapace enables the holder to switch out of battle without fail."
shed-shell,sun-moon,An item to be held by a Pokémon. This discarded carapace enables the holder to switch out of battle without fail.
shed-shell,sword-shield,An item to be held by a Pokémon. This discarded carapace enables the holder to switch out of battle without fail.
shed-shell,ultra-sun-ultra-moon,An item to be held by a Pokémon. This discarded carapace enables the holder to switch out of battle without fail.
shed-shell,x-y,An item to be held by a Pokémon. This discarded carapace enables the holder to switch out of battle without fail.
shell-bell,black-2-white-2,An item to be held by a Pokémon. The holder's HP is restored a little every time it inflicts damage.
shell-bell,black-white,An item to be held by a Pokémon. The holder's HP is restored a little every time it inflicts damage.
shell-bell,brilliant-diamond-shining-pearl,An item to be held by a Pokémon. The holder restores a little HP every time it inflicts damage on others.
shell-bell,diamond-pearl,An item to be held by a Pokémon. The holder's HP is restored a little every time it inflicts damage.
shell-bell,emerald,A hold item that restores HP upon striking the foe.
shell-bell,firered-leafgreen,An item to be held by a Pokémon. The holding Pokémon regains some HP upon striking the foe.
shell-bell,heartgold-soulsilver,An item to be held by a Pokémon. The holder's HP is restored a little every time it inflicts damage.
shell-bell,legends-arceus,An item to be held by a Pokémon. The holder restores a little HP every time it inflicts damage on others.
shell-bell,lets-go-pikachu-lets-go-eevee,An item to be held by a Pokémon. The holder regains a little HP every time it inflicts damage on others.
shell-bell,omega-ruby-alpha-sapphire,An item to be held by a Pokémon. The holder regains a little HP every time it inflicts damage on others.
shell-bell,platinum,An item to be held by a Pokémon. The holder's HP is restored a little every time it inflicts damage.
shell-bell,ruby-sapphire,A hold item that restores HP upon striking the foe.
shell-bell,scarlet-violet,An item to be held by a Pokémon. The holder restores a little HP to itself every time it inflicts damage with an attack.
shell-bell,sun-moon,An item to be held by a Pokémon. The holder regains a little HP every time it inflicts damage on others.
shell-bell,sword-shield,An item to be held by a Pokémon. The holder restores a little HP every time it inflicts damage on others.
shell-bell,ultra-sun-ultra-moon,An item to be held by a Pokémon. The holder regains a little HP every time it inflicts damage on others.
shell-bell,x-y,An item to be held by a Pokémon. The holder regains a little HP every time it inflicts damage on others.
shiny-charm,black-2-white-2,A shiny charm said to increase the chance of finding a Shiny Pokémon.
shiny-charm,brilliant-diamond-shining-pearl,A shiny charm said to increase the chance of finding a Shiny Pokémon in the wild.
shiny-charm,legends-arceus,A charm that shines with a mysterious light. It is said to increase the chance of finding a Shiny Pokémon in the wild.
shiny-charm,legends-za,Having one of these mysterious shining charms makes it more likely you'll encounter Shiny Pokémon in the wild.
shiny-charm,scarlet-violet,Having one of these mysterious shining charms makes it more likely you'll encounter Shiny Pokémon in the wild.
shiny-charm,sun-moon,A shiny charm said to increase the chance of finding a Shiny Pokémon in the wild.
shiny-charm,sword-shield,A shiny charm said to increase the chance of finding a Shiny Pokémon in the wild.
shiny-charm,x-y,A shiny charm said to increase the chance of finding a Shiny Pokémon in the wild.
shiny-stone,diamond-pearl,A peculiar stone that makes certain species of Pokémon evolve. It shines with a dazzling light.
shiny-stone,platinum,A peculiar stone that makes certain species of Pokémon evolve. It shines with a dazzling light.
shiny-stone,x-y,A peculiar stone that can make certain species of Pokémon evolve. It shines with a dazzling light.
shoal-salt,black-white,Pure salt that can be discovered deep inside the Shoal Cave. A maniac will buy it for a high price.
shoal-salt,diamond-pearl,Pure salt that was discovered deep inside the Shoal Cave. It is extremely salty.
shoal-salt,emerald,Salt obtained deep inside the Shoal Cave.
shoal-salt,firered-leafgreen,Pure salt obtained from deep inside the Shoal Cave. It is extremely salty.
shoal-salt,omega-ruby-alpha-sapphire,Salt that you found inside Shoal Cave.
shoal-salt,platinum,Pure salt that was discovered deep inside the Shoal Cave. It is extremely salty.
shoal-salt,ruby-sapphire,Salt obtained deep inside the Shoal Cave.
shoal-salt,scarlet-violet,Salt that was found inside Shoal Cave.
shoal-salt,x-y,Pure salt that can be discovered only deep inside the Shoal Cave.
shoal-shell,black-2-white-2,A pretty seashell that can be found deep inside the Shoal Cave. A maniac will buy it for a high price.
shoal-shell,black-white,A pretty seashell that can be found deep inside the Shoal Cave. A maniac will buy it for a high price.
shoal-shell,colosseum,An item brought over from a faraway place.
shoal-shell,diamond-pearl,A pretty seashell that was found deep inside the Shoal Cave. It is striped in blue and white.
shoal-shell,emerald,A seashell found deep inside the Shoal Cave.
shoal-shell,firered-leafgreen,A pretty seashell found deep inside the Shoal Cave. It is striped in blue and white.
shoal-shell,omega-ruby-alpha-sapphire,A seashell that you found inside Shoal Cave.
shoal-shell,platinum,A pretty seashell that was found deep inside the Shoal Cave. It is striped in blue and white.
shoal-shell,ruby-sapphire,A seashell found deep inside the Shoal Cave.
shoal-shell,scarlet-violet,A seashell that was found inside Shoal Cave.
shoal-shell,sun-moon,A seashell that you found inside Shoal Cave.
shoal-shell,ultra-sun-ultra-moon,A seashell that you found inside Shoal Cave.
shoal-shell,x-y,A pretty seashell that can be found deep inside the Shoal Cave.
shoal-shell,xd,An item brought over from a faraway place.
shock-drive,black-2-white-2,A cassette to be held by Genesect. It changes Techno Blast to an Electric-type move.
shock-drive,black-white,A cassette to be held by Genesect. It changes Techno Blast to an Electric-type move.
shock-drive,brilliant-diamond-shining-pearl,A cassette to be held by Genesect. It changes Genesect's Techno Blast move so it becomes Electric type.
shock-drive,legends-arceus,A cassette to be held by Genesect. It changes Genesect's Techno Blast move so it becomes Electric type.
shock-drive,legends-za,A cassette to be held by Genesect. It changes Genesect's Techno Blast move so it becomes Electric type.
shock-drive,omega-ruby-alpha-sapphire,A cassette to be held by Genesect. It changes Genesect's Techno Blast move so it becomes Electric type.
shock-drive,scarlet-violet,A cassette to be held by Genesect. It changes Genesect's Techno Blast move so it becomes Electric type.
shock-drive,sun-moon,A cassette to be held by Genesect. It changes Genesect's Techno Blast move so it becomes Electric type.
shock-drive,sword-shield,A cassette to be held by Genesect. It changes Genesect's Techno Blast move so it becomes Electric type.
shock-drive,ultra-sun-ultra-moon,A cassette to be held by Genesect. It changes Genesect's Techno Blast move so it becomes Electric type.
shock-drive,x-y,A cassette to be held by Genesect. It changes Genesect's Techno Blast move so it becomes Electric type.
shuca-berry,black-2-white-2,Weakens a supereffective Ground-type attack against the holding Pokémon.
shuca-berry,black-white,Weakens a supereffective Ground-type attack against the holding Pokémon.
shuca-berry,brilliant-diamond-shining-pearl,"If held by a Pokémon, this Berry will lessen the damage taken from one supereffective Ground-type attack."
shuca-berry,diamond-pearl,"A Poffin ingredient. If held by a Pokémon, it weakens a foe's supereffective Ground-type attack."
shuca-berry,heartgold-soulsilver,"If held by a Pokémon, it weakens a foe's supereffective Ground-type attack."
shuca-berry,legends-arceus,"If held by a Pokémon, this Berry will lessen the damage taken from one supereffective Ground-type attack."
shuca-berry,omega-ruby-alpha-sapphire,"If held by a Pokémon, this Berry will lessen the damage taken from one supereffective Ground-type attack."
shuca-berry,platinum,"A Poffin ingredient. If held by a Pokémon, it weakens a foe's supereffective Ground-type attack."
shuca-berry,scarlet-violet,"If a Pokémon holding this Berry is hit with a supereffective Ground-type move, the power of that move will be weakened."
shuca-berry,sun-moon,"If held by a Pokémon, this Berry will lessen the damage taken from one supereffective Ground-type attack."
shuca-berry,sword-shield,"If held by a Pokémon, this Berry will lessen the damage taken from one supereffective Ground-type attack."
shuca-berry,ultra-sun-ultra-moon,"If held by a Pokémon, this Berry will lessen the damage taken from one supereffective Ground-type attack."
shuca-berry,x-y,"If held by a Pokémon, this Berry will lessen the damage taken from one supereffective Ground-type attack."
silk-scarf,emerald,A hold item that raises the power of Normal-type moves.
silk-scarf,ruby-sapphire,A hold item that raises the power of Normal-type moves.
silk-scarf,scarlet-violet,An item to be held by a Pokémon. It's a sumptuous scarf that boosts the power of the holder's Normal-type moves.
silph-scope,emerald,Silph Co.'s scope makes unseeable Pokémon visible.
silph-scope,firered-leafgreen,A scope that makes unseeable Pokémon visible. It is made by Silph Co.
silph-scope,lets-go-pikachu-lets-go-eevee,A scope that lets you see what cannot usually be seen. It is made by Silph Co.
silph-scope,stadium,An item that makes ghosts clearly distinguishable.
silver-bottle,scarlet-violet,"A popular option among hikers. It's made with titanium, so it doesn't rust even if it's used to hold drinks with high sodium content."
silver-cup,scarlet-violet,"A popular option among hikers. It's made with titanium, so it doesn't rust even if it's used to hold drinks with high sodium content."
silver-feather,black-2-white-2,"A strange, silvery feather that sparkles."
silver-feather,black-white,"A strange, silvery feather that sparkles."
silver-feather,brilliant-diamond-shining-pearl,"A strange, silvery feather that sparkles."
silver-feather,crystal,"A strange, silver-colored feather."
silver-feather,gold-silver,"A strange, silver-colored feather."
silver-feather,heartgold-soulsilver,"A strange, silvery feather that sparkles."
silver-feather,legends-arceus,"A strange, silvery feather that sparkles."
silver-feather,lets-go-pikachu-lets-go-eevee,"A strange, silvery feather that sparkles."
silver-feather,omega-ruby-alpha-sapphire,"A strange, silvery feather that sparkles."
silver-feather,scarlet-violet,A strange feather that gleams with a silvery color.
silver-feather,sun-moon,"A strange, silvery feather that sparkles."
silver-feather,sword-shield,"A strange, silvery feather that sparkles."
silver-feather,ultra-sun-ultra-moon,"A strange, silvery feather that sparkles."
silver-feather,x-y,"A strange, silvery feather that sparkles."
silver-leaf,crystal,"A strange, silver-colored leaf."
silver-leaf,gold,"A strange, silver-colored leaf."
silver-leaf,lets-go-pikachu-lets-go-eevee,A mysterious silver leaf. No trees with this leaf have been found yet.
silver-leaf,silver,"A strange, silver-colored leaf."
silver-nanab-berry,brilliant-diamond-shining-pearl,A Berry that calms wild Pokémon you're trying to catch when given to them.
silver-nanab-berry,legends-arceus,A Berry that calms wild Pokémon you're trying to catch when given to them.
silver-nanab-berry,lets-go-pikachu-lets-go-eevee,A Berry that calms wild Pokémon you're trying to catch when given to them.
silver-nanab-berry,scarlet-violet,A Berry that calms Pokémon you're trying to catch when given to them.
silver-nanab-berry,sword-shield,A Berry that calms wild Pokémon you're trying to catch when given to them.
silver-pick,scarlet-violet,"A silver pick that oozes class. Using it on a sandwich lends an extravagant air that'll make you want to eat up, even if you don't love the fillings."
silver-pinap-berry,brilliant-diamond-shining-pearl,A Berry that makes you more likely to get an item when given to Pokémon you're trying to catch.
silver-pinap-berry,legends-arceus,A Berry that makes you more likely to get an item when given to Pokémon you're trying to catch.
silver-pinap-berry,lets-go-pikachu-lets-go-eevee,A Berry that makes you more likely to get an item when given to Pokémon you're trying to catch.
silver-pinap-berry,scarlet-violet,A Berry that makes you more likely to get an item when given to Pokémon you're trying to catch.
silver-pinap-berry,sword-shield,A Berry that makes you more likely to get an item when given to Pokémon you're trying to catch.
silver-powder,crystal,Powers up Bug-type moves.
silver-powder,gold-silver,Powers up Bug-type moves.
silver-powder,scarlet-violet,An item to be held by a Pokémon. It's a shiny silver powder that boosts the power of the holder's Bug-type moves.
silver-razz-berry,brilliant-diamond-shining-pearl,A Berry that makes it easier to catch Pokémon when given to them.
silver-razz-berry,legends-arceus,A Berry that makes it easier to catch Pokémon when given to them.
silver-razz-berry,lets-go-pikachu-lets-go-eevee,A Berry that makes it easier to catch Pokémon when given to them.
silver-razz-berry,scarlet-violet,A Berry that makes it easier to catch Pokémon when given to them.
silver-razz-berry,sword-shield,A Berry that makes it easier to catch Pokémon when given to them.
simple-chairs,scarlet-violet,A set of chairs that are ideal for picnicking. They have a simple design that can stand up to both dirt and physical impacts.
sitrus-berry,diamond-pearl,It may be used or held by a Pokémon to heal the user's HP a little.
sitrus-berry,emerald,A hold item that restores 30 HP in battle.
sitrus-berry,legends-arceus,A Berry that can be fed to a Pokémon to restore its HP by up to half its max.
sitrus-berry,ruby-sapphire,A hold item that restores 30 HP in battle.
sitrus-berry,x-y,"A Berry to be consumed by Pokémon. If a Pokémon holds one, it can restore its own HP by a small amount during battle."
skarmorite,legends-za,One of a variety of mysterious Mega Stones. A Skarmory holding this stone will be able to Mega Evolve during battle.
skull-fossil,black-2-white-2,A fossil from a prehistoric Pokémon that lived on the land. It appears to be part of a head.
skull-fossil,black-white,A fossil from a prehistoric Pokémon that lived on the land. It appears to be part of a head.
skull-fossil,brilliant-diamond-shining-pearl,A fossil from a prehistoric Pokémon that once lived on the land. It appears as though it's part of a head.
skull-fossil,diamond-pearl,A fossil from a prehistoric Pokémon that lived on the land. It appears to be part of a head.
skull-fossil,heartgold-soulsilver,A fossil from a prehistoric Pokémon that lived on the land. It appears to be part of a head.
skull-fossil,legends-arceus,A fossil from a prehistoric Pokémon that once lived on the land. It appears as though it's part of a head.
skull-fossil,omega-ruby-alpha-sapphire,A fossil from a prehistoric Pokémon that once lived on the land. It appears as though it's part of a head.
skull-fossil,platinum,A fossil from a prehistoric Pokémon that lived on the land. It appears to be part of a head.
skull-fossil,scarlet-violet,A fossil from a prehistoric Pokémon that once lived on the land. It appears as though it's part of a head.
skull-fossil,sun-moon,A fossil from a prehistoric Pokémon that once lived on the land. It appears as though it's part of a head.
skull-fossil,sword-shield,A fossil from a prehistoric Pokémon that once lived on the land. It appears as though it's part of a head.
skull-fossil,ultra-sun-ultra-moon,A fossil from a prehistoric Pokémon that once lived on the land. It appears as though it's part of a head.
skull-fossil,x-y,A fossil from a prehistoric Pokémon that once lived on the land. It appears as though it's part of a head.
sky-plate,black-2-white-2,An item to be held by a Pokémon. It is a stone tablet that boosts the power of Flying-type moves.
sky-plate,black-white,An item to be held by a Pokémon. It is a stone tablet that boosts the power of Flying-type moves.
sky-plate,brilliant-diamond-shining-pearl,An item to be held by a Pokémon. It's a stone tablet that boosts the power of Flying-type moves.
sky-plate,diamond-pearl,An item to be held by a Pokémon. It is a stone tablet that boosts the power of Flying-type moves.
sky-plate,heartgold-soulsilver,An item to be held by a Pokémon. It is a stone tablet that boosts the power of Flying-type moves.
sky-plate,legends-arceus,"A stone tablet imbued with the essence of flight. When used on a certain Pokémon, it allows that Pokémon to gain the power of the Flying type."
sky-plate,lets-go-pikachu-lets-go-eevee,An item to be held by a Pokémon. It's a stone tablet that boosts the power of Flying-type moves.
sky-plate,omega-ruby-alpha-sapphire,An item to be held by a Pokémon. It's a stone tablet that boosts the power of Flying-type moves.
sky-plate,platinum,An item to be held by a Pokémon. It is a stone tablet that boosts the power of Flying-type moves.
sky-plate,scarlet-violet,An item to be held by a Pokémon. This stone tablet is imbued with the essence of flight and boosts the power of the holder’s Flying-type moves.
sky-plate,sun-moon,An item to be held by a Pokémon. It's a stone tablet that boosts the power of Flying-type moves.
sky-plate,sword-shield,An item to be held by a Pokémon. It's a stone tablet that boosts the power of Flying-type moves.
sky-plate,ultra-sun-ultra-moon,An item to be held by a Pokémon. It's a stone tablet that boosts the power of Flying-type moves.
sky-plate,x-y,An item to be held by a Pokémon. It's a stone tablet that boosts the power of Flying-type moves.
sky-tumblestone,legends-arceus,"When combined with an Apricorn, this mysterious sky-blue stone can draw out the properties required to forge a Feather Ball."
sky-tumblestone,scarlet-violet,"When combined with an Apricorn, this mysterious sky-blue stone can draw out the properties required to forge a Feather Ball."
slowbronite,legends-za,"One of a variety of mysterious Mega Stones. A Slowbro holding this stone will be able to Mega Evolve during battle. It won't work for a Galarian Slowbro, however."
slowbronite,lets-go-pikachu-lets-go-eevee,One of a variety of mysterious Mega Stones. This stone will enable Slowbro to Mega Evolve during battle.
slowbronite,omega-ruby-alpha-sapphire,"One of a variety of mysterious Mega Stones. Have Slowbro hold it, and this stone will enable it to Mega Evolve during battle."
slowpoke-cup,scarlet-violet,"A cup for big-time Pokémon fans. Kids will happily drink out of it, making it a boon to parents."
slowpoke-tail,black-2-white-2,A very tasty tail of something. It sells for a high price.
slowpoke-tail,crystal,Very tasty. Sell high.
slowpoke-tail,gold-silver,Very tasty. Sell high.
slowpoke-tail,heartgold-soulsilver,A very tasty tail of something. It sells for a high price.
slowpoke-tail,sun-moon,A very tasty tail of something. It can be sold at a high price to shops.
slowpoke-tail,x-y,A very tasty tail of something. It can be sold at a high price to shops.
small-bouquet,brilliant-diamond-shining-pearl,A small bouquet that was made with heart and soul for a single Trainer.
small-bouquet,legends-arceus,A small bouquet that was made with heart and soul for a single Trainer.
small-bouquet,lets-go-pikachu-lets-go-eevee,A small bouquet that was made with heart and soul for a single Trainer.
small-bouquet,scarlet-violet,A small bouquet that was made with heart and soul for a single Trainer.
small-bouquet,sword-shield,A small bouquet that was made with heart and soul for a single Trainer.
smart-candy,brilliant-diamond-shining-pearl,"A candy that is packed with energy. When given to a Pokémon, it will increase that Pokémon's Sp. Attack."
smart-candy,legends-arceus,"A candy that is packed with energy. When given to a Pokémon, it will increase that Pokémon's Sp. Attack."
smart-candy,lets-go-pikachu-lets-go-eevee,"A candy that is packed with energy. When given to a Pokémon, it will increase that Pokémon's Sp. Attack."
smart-candy,scarlet-violet,"A candy that is packed with energy. When given to a Pokémon, it will increase that Pokémon's Sp. Attack."
smart-candy,sword-shield,"A candy that is packed with energy. When given to a Pokémon, it will increase that Pokémon's Sp. Attack."
smart-candy-l,brilliant-diamond-shining-pearl,"A big candy that is packed with energy. When given to a Pokémon Lv. 30 or higher, it will increase that Pokémon's Sp. Attack."
smart-candy-l,legends-arceus,"A big candy that is packed with energy. When given to a Pokémon Lv. 30 or higher, it will increase that Pokémon's Sp. Attack."
smart-candy-l,lets-go-pikachu-lets-go-eevee,"A big candy that is packed with energy. When given to a Pokémon Lv. 30 or higher, it will increase that Pokémon's Sp. Attack."
smart-candy-l,scarlet-violet,"A big candy that is packed with energy. When given to a Pokémon Lv. 30 or higher, it will increase that Pokémon's Sp. Attack."
smart-candy-l,sword-shield,"A big candy that is packed with energy. When given to a Pokémon Lv. 30 or higher, it will increase that Pokémon's Sp. Attack."
smart-candy-xl,brilliant-diamond-shining-pearl,"A huge candy that is packed with energy. When given to a Pokémon Lv. 60 or higher, it will increase that Pokémon's Sp. Attack."
smart-candy-xl,legends-arceus,"A huge candy that is packed with energy. When given to a Pokémon Lv. 60 or higher, it will increase that Pokémon's Sp. Attack."
smart-candy-xl,lets-go-pikachu-lets-go-eevee,"A huge candy that is packed with energy. When given to a Pokémon Lv. 60 or higher, it will increase that Pokémon's Sp. Attack."
smart-candy-xl,scarlet-violet,"A huge candy that is packed with energy. When given to a Pokémon Lv. 60 or higher, it will increase that Pokémon's Sp. Attack."
smart-candy-xl,sword-shield,"A huge candy that is packed with energy. When given to a Pokémon Lv. 60 or higher, it will increase that Pokémon's Sp. Attack."
smiling-vee-pick,scarlet-violet,"A pick designed after Eevee, sporting the Pokémon's smiling face. It's easy to grab by the ears, which is part of why it's so popular."
smoke-ball,crystal,Escape from wild Pokémon. (HOLD)
smoke-ball,diamond-pearl,An item to be held by a Pokémon. It enables the holder to flee from any wild Pokémon without fail.
smoke-ball,emerald,A hold item that assures fleeing from wild Pokémon.
smoke-ball,firered-leafgreen,An item to be held by a Pokémon. The holding Pokémon can flee from any wild Pokémon for sure.
smoke-ball,gold-silver,Escape from wild Pokémon. (HOLD)
smoke-ball,omega-ruby-alpha-sapphire,An item to be held by a Pokémon. It enables the holder to flee from any wild Pokémon encounter without fail.
smoke-ball,platinum,An item to be held by a Pokémon. It enables the holder to flee from any wild Pokémon without fail.
smoke-ball,ruby-sapphire,A hold item that can be used to flee from a wild Pokémon.
smoke-ball,scarlet-violet,An item to be held by a Pokémon. It enables the holder to flee from any wild Pokémon encounter without fail.
smoke-ball,x-y,An item to be held by a Pokémon. It enables the holder to flee from any wild Pokémon encounter without fail.
smoke-bomb,legends-arceus,"When thrown at the ground, these balls produce a cloud of fine powder that will reduce visibility in the area and keep wild Pokémon from noticing you."
smoke-bomb,scarlet-violet,"When thrown at the ground, these balls produce a cloud of fine powder that will reduce visibility in the area and keep wild Pokémon from noticing you."
smoke-poke-tail,brilliant-diamond-shining-pearl,"One of the many ingredients that can be used for cooking at your camp. When a Slowpoke's tail falls off, it grows back quickly."
smoke-poke-tail,legends-arceus,"One of the many ingredients that can be used for cooking at your camp. When a Slowpoke's tail falls off, it grows back quickly."
smoke-poke-tail,scarlet-violet,"One of the many ingredients that can be used for cooking at your camp. When a Slowpoke's tail falls off, it grows back quickly."
smoke-poke-tail,sword-shield,"One of the many ingredients that can be used for cooking at your camp. When a Slowpoke's tail falls off, it grows back quickly."
